t_over_L,d_mm,L_mm,N,lattice_type,band_mean_alpha,alpha_1000hz,C11,C12,C44,surrogate_method
0.105,1.0357,26.6667,10,SC,0.108659,0.068326,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,1.0357,26.6667,10,SC,0.101432,0.062683,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,1.0357,26.6667,10,SC,0.095338,0.058343,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,1.0357,26.6667,10,SC,0.090236,0.054919,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,1.0357,26.6667,10,SC,0.085981,0.052167,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,1.0357,26.6667,10,SC,0.082434,0.049929,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,1.0357,26.6667,10,SC,0.079477,0.048094,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,1.0357,26.6667,10,SC,0.077015,0.046588,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,1.2143,26.6667,10,SC,0.294555,0.461443,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,1.2143,26.6667,10,SC,0.261923,0.494535,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,1.2143,26.6667,10,SC,0.236337,0.385927,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,1.2143,26.6667,10,SC,0.214779,0.353233,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,1.2143,26.6667,10,SC,0.195879,0.28486,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,1.2143,26.6667,10,SC,0.179482,0.232208,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,1.2143,26.6667,10,SC,0.165879,0.182502,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,1.2143,26.6667,10,SC,0.154917,0.146309,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,1.2143,26.6667,10,SC,0.146076,0.122502,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,1.2143,26.6667,10,SC,0.138844,0.106862,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,1.2143,26.6667,10,SC,0.132839,0.096123,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,1.2143,26.6667,10,SC,0.127797,0.088417,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,1.2143,26.6667,10,SC,0.123537,0.082701,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,1.2143,26.6667,10,SC,0.11993,0.078372,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,1.2143,26.6667,10,SC,0.116883,0.075058,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,1.3929,26.6667,10,SC,0.352862,0.735557,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,1.3929,26.6667,10,SC,0.314949,0.530503,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,1.3929,26.6667,10,SC,0.287251,0.435138,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,1.3929,26.6667,10,SC,0.265828,0.536195,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,1.3929,26.6667,10,SC,0.248409,0.46049,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,1.3929,26.6667,10,SC,0.233761,0.376035,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,1.3929,26.6667,10,SC,0.221151,0.370578,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,1.3929,26.6667,10,SC,0.210119,0.364023,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,1.3929,26.6667,10,SC,0.200377,0.326424,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,1.3929,26.6667,10,SC,0.191757,0.291265,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,1.3929,26.6667,10,SC,0.184166,0.268516,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,1.3929,26.6667,10,SC,0.177545,0.251561,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,1.3929,26.6667,10,SC,0.171841,0.236038,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,1.3929,26.6667,10,SC,0.166991,0.221832,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,1.3929,26.6667,10,SC,0.162923,0.209827,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,1.5714,26.6667,10,SC,0.40738,0.434588,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,1.5714,26.6667,10,SC,0.372785,0.479578,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,1.5714,26.6667,10,SC,0.341289,0.748666,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,1.5714,26.6667,10,SC,0.315757,0.636748,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,1.5714,26.6667,10,SC,0.295746,0.448051,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,1.5714,26.6667,10,SC,0.279713,0.403903,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,1.5714,26.6667,10,SC,0.266508,0.450026,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,1.5714,26.6667,10,SC,0.255407,0.518597,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,1.5714,26.6667,10,SC,0.245944,0.525124,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,1.5714,26.6667,10,SC,0.237809,0.473159,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,1.5714,26.6667,10,SC,0.23078,0.416731,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,1.5714,26.6667,10,SC,0.224698,0.377234,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,1.5714,26.6667,10,SC,0.219441,0.353718,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,1.5714,26.6667,10,SC,0.214915,0.340725,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,1.5714,26.6667,10,SC,0.211046,0.333573,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,1.75,26.6667,10,SC,0.442735,0.959386,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,1.75,26.6667,10,SC,0.417619,0.563688,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,1.75,26.6667,10,SC,0.393605,0.403633,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,1.75,26.6667,10,SC,0.370653,0.415658,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,1.75,26.6667,10,SC,0.349304,0.551773,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,1.75,26.6667,10,SC,0.330475,0.735611,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,1.75,26.6667,10,SC,0.314589,0.748248,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,1.75,26.6667,10,SC,0.301401,0.61557,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,1.75,26.6667,10,SC,0.290427,0.497713,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,1.75,26.6667,10,SC,0.281219,0.426788,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,1.75,26.6667,10,SC,0.273435,0.389655,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,1.75,26.6667,10,SC,0.266822,0.373036,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,1.75,26.6667,10,SC,0.261195,0.368028,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,1.75,26.6667,10,SC,0.256414,0.368697,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,1.75,26.6667,10,SC,0.252375,0.37105,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,1.9286,26.6667,10,SC,0.466228,0.492935,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,1.9286,26.6667,10,SC,0.446784,0.877635,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,1.9286,26.6667,10,SC,0.428416,0.91084,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,1.9286,26.6667,10,SC,0.411265,0.611988,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,1.9286,26.6667,10,SC,0.395282,0.444578,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,1.9286,26.6667,10,SC,0.380394,0.380019,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,1.9286,26.6667,10,SC,0.36658,0.371619,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,1.9286,26.6667,10,SC,0.353898,0.400212,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,1.9286,26.6667,10,SC,0.342447,0.456313,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,1.9286,26.6667,10,SC,0.332302,0.529686,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,1.9286,26.6667,10,SC,0.323473,0.605494,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,1.9286,26.6667,10,SC,0.315904,0.668007,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,1.9286,26.6667,10,SC,0.309496,0.708347,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,1.9286,26.6667,10,SC,0.304143,0.727481,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,1.9286,26.6667,10,SC,0.299741,0.732108,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,2.1071,26.6667,10,SC,0.481935,0.317933,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,2.1071,26.6667,10,SC,0.466929,0.368591,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,2.1071,26.6667,10,SC,0.452352,0.528317,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,2.1071,26.6667,10,SC,0.438639,0.801544,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,2.1071,26.6667,10,SC,0.425932,0.984622,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,2.1071,26.6667,10,SC,0.414256,0.880778,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,2.1071,26.6667,10,SC,0.403587,0.690654,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,2.1071,26.6667,10,SC,0.393885,0.550465,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,2.1071,26.6667,10,SC,0.385112,0.463521,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,2.1071,26.6667,10,SC,0.377233,0.411243,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,2.1071,26.6667,10,SC,0.370222,0.379986,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,2.1071,26.6667,10,SC,0.364054,0.36143,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,2.1071,26.6667,10,SC,0.358703,0.350491,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,2.1071,26.6667,10,SC,0.354143,0.343974,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,2.1071,26.6667,10,SC,0.350343,0.339877,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,2.2857,26.6667,10,SC,0.491142,0.385347,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,2.2857,26.6667,10,SC,0.480468,0.3174,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,2.2857,26.6667,10,SC,0.469244,0.308484,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,2.2857,26.6667,10,SC,0.458315,0.3417,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,2.2857,26.6667,10,SC,0.448007,0.416386,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,2.2857,26.6667,10,SC,0.438451,0.535207,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,2.2857,26.6667,10,SC,0.42969,0.689446,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,2.2857,26.6667,10,SC,0.421729,0.844085,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,2.2857,26.6667,10,SC,0.414548,0.948734,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,2.2857,26.6667,10,SC,0.408121,0.980026,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,2.2857,26.6667,10,SC,0.402416,0.956849,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,2.2857,26.6667,10,SC,0.397402,0.911458,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,2.2857,26.6667,10,SC,0.393048,0.866095,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,2.2857,26.6667,10,SC,0.389321,0.830926,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,2.2857,26.6667,10,SC,0.386191,0.809221,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,2.4643,26.6667,10,SC,0.489959,0.626402,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,2.4643,26.6667,10,SC,0.487647,0.449859,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,2.4643,26.6667,10,SC,0.480284,0.356085,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,2.4643,26.6667,10,SC,0.472138,0.311715,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,2.4643,26.6667,10,SC,0.464081,0.295626,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,2.4643,26.6667,10,SC,0.45642,0.297676,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,2.4643,26.6667,10,SC,0.449291,0.312662,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,2.4643,26.6667,10,SC,0.442751,0.337236,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,2.4643,26.6667,10,SC,0.436818,0.368435,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,2.4643,26.6667,10,SC,0.431491,0.403039,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,2.4643,26.6667,10,SC,0.426759,0.437509,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,2.4643,26.6667,10,SC,0.422602,0.468308,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,2.4643,26.6667,10,SC,0.419001,0.492382,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,2.4643,26.6667,10,SC,0.415933,0.507562,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,2.4643,26.6667,10,SC,0.413375,0.512733,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,2.6429,26.6667,10,SC,0.471441,0.82542,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,2.6429,26.6667,10,SC,0.482153,0.743643,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,2.6429,26.6667,10,SC,0.482973,0.581333,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,2.6429,26.6667,10,SC,0.480016,0.460608,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,2.6429,26.6667,10,SC,0.47477,0.385164,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,2.6429,26.6667,10,SC,0.469176,0.339421,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,2.6429,26.6667,10,SC,0.463725,0.311969,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,2.6429,26.6667,10,SC,0.458603,0.2959,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,2.6429,26.6667,10,SC,0.453892,0.286989,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,2.6429,26.6667,10,SC,0.449633,0.282504,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,2.6429,26.6667,10,SC,0.44584,0.280579,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,2.6429,26.6667,10,SC,0.442515,0.279904,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,2.6429,26.6667,10,SC,0.439653,0.279583,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,2.6429,26.6667,10,SC,0.437245,0.279061,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,2.6429,26.6667,10,SC,0.435279,0.278087,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,2.8214,26.6667,10,SC,0.453444,0.57087,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,2.8214,26.6667,10,SC,0.460135,0.759996,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,2.8214,26.6667,10,SC,0.469437,0.833235,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,2.8214,26.6667,10,SC,0.475351,0.771742,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,2.8214,26.6667,10,SC,0.475553,0.663705,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,2.8214,26.6667,10,SC,0.474888,0.567013,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,2.8214,26.6667,10,SC,0.47245,0.494456,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,2.8214,26.6667,10,SC,0.469278,0.442861,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,2.8214,26.6667,10,SC,0.46605,0.406762,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,2.8214,26.6667,10,SC,0.463005,0.381738,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,2.8214,26.6667,10,SC,0.460243,0.364705,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,2.8214,26.6667,10,SC,0.457813,0.353629,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,2.8214,26.6667,10,SC,0.455737,0.347225,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,2.8214,26.6667,10,SC,0.454025,0.344755,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,2.8214,26.6667,10,SC,0.45268,0.345896,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,3.0,26.6667,10,SC,0.419267,0.340881,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,3.0,26.6667,10,SC,0.442471,0.456885,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,3.0,26.6667,10,SC,0.45114,0.597979,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,3.0,26.6667,10,SC,0.454879,0.733141,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,3.0,26.6667,10,SC,0.459188,0.821832,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,3.0,26.6667,10,SC,0.46536,0.847316,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,3.0,26.6667,10,SC,0.468337,0.825767,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,3.0,26.6667,10,SC,0.468631,0.783532,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,3.0,26.6667,10,SC,0.468093,0.739233,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,3.0,26.6667,10,SC,0.467399,0.701794,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,3.0,26.6667,10,SC,0.466647,0.674306,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,3.0,26.6667,10,SC,0.465801,0.657317,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,3.0,26.6667,10,SC,0.464917,0.650585,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,3.0,26.6667,10,SC,0.464084,0.653825,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,3.0,26.6667,10,SC,0.463358,0.666982,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,0.5,30.0,10,SC,0.040475,0.03972,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,0.5,30.0,10,SC,0.032398,0.032586,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,0.5,30.0,10,SC,0.027297,0.027832,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,0.5,30.0,10,SC,0.023774,0.024445,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,0.5,30.0,10,SC,0.021193,0.021916,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,0.5,30.0,10,SC,0.019225,0.019962,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,0.5,30.0,10,SC,0.017679,0.018412,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,0.5,30.0,10,SC,0.016435,0.017156,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,0.5,30.0,10,SC,0.015417,0.016123,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,0.5,30.0,10,SC,0.014573,0.015262,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,0.5,30.0,10,SC,0.013864,0.014537,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,0.5,30.0,10,SC,0.013264,0.013921,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,0.5,30.0,10,SC,0.012753,0.013394,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,0.5,30.0,10,SC,0.012315,0.012943,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,0.5,30.0,10,SC,0.011938,0.012554,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,0.6786,30.0,10,SC,0.065944,0.051637,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,0.6786,30.0,10,SC,0.050865,0.042437,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,0.6786,30.0,10,SC,0.0414,0.036363,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,0.6786,30.0,10,SC,0.035143,0.032042,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,0.6786,30.0,10,SC,0.030794,0.028814,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,0.6786,30.0,10,SC,0.027623,0.026315,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,0.6786,30.0,10,SC,0.025214,0.024329,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,0.6786,30.0,10,SC,0.023326,0.022719,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,0.6786,30.0,10,SC,0.02181,0.021393,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,0.6786,30.0,10,SC,0.02057,0.020286,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,0.6786,30.0,10,SC,0.019541,0.019354,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,0.6786,30.0,10,SC,0.01868,0.018562,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,0.6786,30.0,10,SC,0.017952,0.017887,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,0.6786,30.0,10,SC,0.017334,0.017307,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,0.6786,30.0,10,SC,0.016808,0.01681,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,0.8571,30.0,10,SC,0.105909,0.069108,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,0.8571,30.0,10,SC,0.083987,0.055377,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,0.8571,30.0,10,SC,0.068741,0.046923,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,0.8571,30.0,10,SC,0.057856,0.041119,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,0.8571,30.0,10,SC,0.049862,0.036869,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,0.8571,30.0,10,SC,0.043822,0.033622,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,0.8571,30.0,10,SC,0.039189,0.031064,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,0.8571,30.0,10,SC,0.035581,0.029003,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,0.8571,30.0,10,SC,0.032731,0.027314,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,0.8571,30.0,10,SC,0.030453,0.02591,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,0.8571,30.0,10,SC,0.028613,0.024733,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,0.8571,30.0,10,SC,0.027114,0.023737,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,0.8571,30.0,10,SC,0.025881,0.022889,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,0.8571,30.0,10,SC,0.024863,0.022166,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,0.8571,30.0,10,SC,0.024019,0.021548,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,1.0357,30.0,10,SC,0.153271,0.108216,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,1.0357,30.0,10,SC,0.127155,0.077971,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,1.0357,30.0,10,SC,0.106677,0.063194,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,1.0357,30.0,10,SC,0.091681,0.054111,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,1.0357,30.0,10,SC,0.080603,0.047865,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,1.0357,30.0,10,SC,0.071827,0.043278,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,1.0357,30.0,10,SC,0.06468,0.039762,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,1.0357,30.0,10,SC,0.0589,0.036983,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,1.0357,30.0,10,SC,0.054243,0.03474,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,1.0357,30.0,10,SC,0.050456,0.032899,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,1.0357,30.0,10,SC,0.047339,0.03137,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,1.0357,30.0,10,SC,0.044753,0.030088,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,1.0357,30.0,10,SC,0.0426,0.029008,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,1.0357,30.0,10,SC,0.04081,0.028094,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
