t_over_L,d_mm,L_mm,N,lattice_type,band_mean_alpha,C11,C12,C44,surrogate_method,alpha_500hz,alpha_600hz,alpha_700hz,alpha_800hz,alpha_900hz,alpha_1000hz,alpha_1100hz,alpha_1200hz,alpha_1300hz,alpha_1400hz,alpha_1500hz,alpha_1600hz,alpha_1700hz,alpha_1800hz,alpha_1900hz,alpha_2000hz
0.115714,0.5,26.6667,20,FCC_face,0.058317,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR_FCC_reuse,0.20992106,0.17449471,0.12994008,0.09275128,0.06927096,0.054518063,0.044589773,0.03749098,0.032177925,0.0280616,0.02478572,0.02212224,0.019918393,0.018068003,0.016494973,0.015143368
0.126429,0.5,26.6667,20,FCC_face,0.052312,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR_FCC_reuse,0.19434296,0.15646556,0.113295615,0.0812325,0.061486125,0.04887524,0.04024167,0.033989828,0.029267956,0.02558529,0.022639912,0.020235965,0.01824087,0.0165617,0.015131416,0.013900459
0.137143,0.5,26.6667,20,FCC_face,0.0473,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR_FCC_reuse,0.1800276,0.14044906,0.09990585,0.072260104,0.055315565,0.044317685,0.036681913,0.031096209,0.026846608,0.0235145,0.02083871,0.018647965,0.016825316,0.015288234,0.013976842,0.012846685
0.147857,0.5,26.6667,20,FCC_face,0.043073,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR_FCC_reuse,0.16683853,0.12639824,0.08911341,0.065094024,0.050298862,0.040554773,0.033710755,0.028662631,0.024799068,0.021756284,0.01930466,0.017292224,0.015614472,0.014197225,0.012986418,0.011941755
0.158571,0.5,26.6667,20,FCC_face,0.039475,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR_FCC_reuse,0.15468323,0.11421123,0.08033042,0.059243698,0.04613607,0.037392385,0.031191567,0.026586376,0.023044288,0.020244393,0.017982127,0.016121054,0.014566778,0.013251974,0.01212738,0.011156156
0.169286,0.5,26.6667,20,FCC_face,0.036388,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR_FCC_reuse,0.14349675,0.10372162,0.07308893,0.054376934,0.042623114,0.034695234,0.029027168,0.024793271,0.021523094,0.018930048,0.016829891,0.015098938,0.013651164,0.01242496,0.011375093,0.010467644
0.18,0.5,26.6667,20,FCC_face,0.03372,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR_FCC_reuse,0.1332338,0.09472476,0.06703756,0.050264444,0.039617363,0.032366835,0.027147112,0.023228904,0.0201917,0.017776916,0.015817098,0.014199192,0.012844211,0.011695384,0.010710904,0.00985935
0.03,0.6786,26.6667,20,FCC_face,0.406821,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR_FCC_reuse,0.55113584,0.56056947,0.5643806,0.55462545,0.53838575,0.5210347,0.5022498,0.47992307,0.45212173,0.41670236,0.37060824,0.30933303,0.23082645,0.15963468,0.11829782,0.09474558
0.040714,0.6786,26.6667,20,FCC_face,0.324989,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR_FCC_reuse,0.5289474,0.5196421,0.50793874,0.49433059,0.47790682,0.45739377,0.43136686,0.39818206,0.355325,0.29811907,0.22356552,0.15296938,0.11153062,0.08831278,0.07357661,0.06327254
0.051429,0.6786,26.6667,20,FCC_face,0.267607,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR_FCC_reuse,0.47878113,0.47258967,0.46192932,0.44692057,0.4268503,0.4002289,0.36534327,0.3192953,0.2570474,0.1815379,0.12446424,0.09357242,0.07548942,0.06354057,0.054962534,0.04845242
0.062143,0.6786,26.6667,20,FCC_face,0.225557,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR_FCC_reuse,0.452484,0.44271874,0.4275598,0.407466,0.3818505,0.34797412,0.30243218,0.24049416,0.16682541,0.11403376,0.08586403,0.06927214,0.05825149,0.05031722,0.044288013,0.03952864
0.072857,0.6786,26.6667,20,FCC_face,0.19346,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR_FCC_reuse,0.4238077,0.41174337,0.39528114,0.37205905,0.34070885,0.2984871,0.24050523,0.16838588,0.113048,0.08365266,0.066737525,0.05568422,0.04781558,0.04188602,0.037236135,0.03348135
0.083571,0.6786,26.6667,20,FCC_face,0.168305,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR_FCC_reuse,0.39983425,0.3869737,0.36675414,0.3394368,0.30207705,0.25047204,0.18194968,0.11983298,0.08568839,0.06691213,0.05506227,0.046819378,0.040707916,0.03597329,0.032186422,0.02908338
0.094286,0.6786,26.6667,20,FCC_face,0.148074,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR_FCC_reuse,0.37968904,0.36355573,0.34090757,0.30915347,0.26510626,0.20402136,0.13557918,0.0922889,0.069663726,0.056144018,0.047072038,0.040508293,0.035512403,0.031570137,0.028374257,0.02572862
0.105,0.6786,26.6667,20,FCC_face,0.131503,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR_FCC_reuse,0.36035553,0.34282425,0.31693438,0.28060183,0.22937036,0.16184701,0.10528086,0.075532354,0.059045203,0.04854701,0.041209,0.035756953,0.031531036,0.028152522,0.025386842,0.023080101
0.115714,0.6786,26.6667,20,FCC_face,0.117715,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR_FCC_reuse,0.3433591,0.32359365,0.29461795,0.25332868,0.19504444,0.12829538,0.08602032,0.064273775,0.05141873,0.04285685,0.03669901,0.03203613,0.028373534,0.025416765,0.022978442,0.02093304
0.126429,0.6786,26.6667,20,FCC_face,0.106085,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR_FCC_reuse,0.32782862,0.30580476,0.27354068,0.22708225,0.16325782,0.104440525,0.07300864,0.05613422,0.045636564,0.038413957,0.033109684,0.029035768,0.025803246,0.023174003,0.020993266,0.019155648
0.137143,0.6786,26.6667,20,FCC_face,0.096165,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR_FCC_reuse,0.31329235,0.28919286,0.2535057,0.20180352,0.13588114,0.08785655,0.06363727,0.049939636,0.041081887,0.034838,0.030179141,0.026561454,0.023668045,0.021300545,0.01932782,0.017659392
0.147857,0.6786,26.6667,20,FCC_face,0.087623,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR_FCC_reuse,0.29987225,0.27353457,0.23431978,0.1776854,0.11411644,0.07595457,0.056538608,0.045045253,0.037389465,0.03189115,0.027737284,0.024483463,0.021864379,0.019710924,0.017909752,0.016381817
0.158571,0.6786,26.6667,20,FCC_face,0.080205,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR_FCC_reuse,0.28734234,0.25871596,0.2158656,0.15522893,0.097593285,0.06704505,0.050953515,0.041067857,0.03432887,0.029417029,0.025669018,0.022712203,0.020319646,0.018344527,0.016687298,0.015277907
0.169286,0.6786,26.6667,20,FCC_face,0.073715,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR_FCC_reuse,0.27552444,0.24459578,0.19807945,0.13512398,0.085104726,0.060120434,0.04642965,0.037763808,0.031746384,0.027307816,0.023893127,0.021183385,0.018981101,0.017156895,0.015622199,0.014314206
0.18,0.6786,26.6667,20,FCC_face,0.068001,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR_FCC_reuse,0.26437068,0.23108812,0.180972,0.11791956,0.07549412,0.054572944,0.042682048,0.034971114,0.029535878,0.025487144,0.02235106,0.019850062,0.017809847,0.016115006,0.014685876,0.013465598
0.03,0.8571,26.6667,20,FCC_face,0.568634,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR_FCC_reuse,0.63960063,0.5893987,0.7089407,0.63086724,0.5984358,0.65660894,0.62691164,0.58223844,0.58377343,0.5823552,0.5580247,0.5266363,0.4937128,0.45472628,0.4036644,0.3336514
0.040714,0.8571,26.6667,20,FCC_face,0.482849,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR_FCC_reuse,0.6588161,0.63336366,0.56640697,0.5794475,0.6072371,0.5896595,0.5564806,0.5342283,0.51673687,0.4946364,0.4648629,0.42632216,0.37516722,0.30378914,0.20951222,0.13544834
0.051429,0.8571,26.6667,20,FCC_face,0.411122,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR_FCC_reuse,0.5354872,0.57213324,0.59039646,0.57115495,0.5430527,0.52198136,0.5045468,0.48463798,0.45916334,0.4260291,0.38126433,0.3198578,0.23498967,0.14866854,0.10343293,0.08070067
0.062143,0.8571,26.6667,20,FCC_face,0.35536,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR_FCC_reuse,0.54579836,0.5227486,0.5143885,0.509639,0.50052917,0.48481527,0.46305,0.4357183,0.4010529,0.3537217,0.28823206,0.19953343,0.12551983,0.09026949,0.07165738,0.05995685
0.072857,0.8571,26.6667,20,FCC_face,0.310342,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR_FCC_reuse,0.54287386,0.53013766,0.5138647,0.49645165,0.47691536,0.4530806,0.42330876,0.3873156,0.34108585,0.2762695,0.18860206,0.11781823,0.08472572,0.067204885,0.056159444,0.048422538
0.083571,0.8571,26.6667,20,FCC_face,0.274342,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR_FCC_reuse,0.48885745,0.48350725,0.472414,0.45712954,0.4385697,0.41547483,0.38303444,0.33876395,0.2784161,0.19449858,0.11940713,0.08382904,0.06563085,0.054400466,0.04663669,0.04087919
0.094286,0.8571,26.6667,20,FCC_face,0.245115,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR_FCC_reuse,0.46509266,0.46136224,0.45288053,0.43779498,0.41369608,0.38213915,0.34329626,0.28915867,0.21258777,0.12991825,0.08698703,0.066385984,0.05422464,0.046037048,0.040069573,0.035488546
0.105,0.8571,26.6667,20,FCC_face,0.220562,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR_FCC_reuse,0.46301505,0.4529237,0.4343916,0.41065928,0.38505372,0.35111153,0.30407616,0.23774229,0.15180905,0.095076054,0.06955482,0.05553479,0.04648466,0.040060863,0.03521842,0.03141456
0.115714,0.8571,26.6667,20,FCC_face,0.19967,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR_FCC_reuse,0.4469808,0.42818353,0.40940368,0.38978028,0.35991484,0.3200588,0.26454523,0.18575947,0.11094257,0.07587083,0.058517188,0.04800303,0.04081955,0.03553936,0.03146557,0.02821279
0.126429,0.8571,26.6667,20,FCC_face,0.181888,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR_FCC_reuse,0.42227218,0.40872803,0.39431292,0.36847574,0.33520907,0.289526,0.22424005,0.14017867,0.08724388,0.063738324,0.050785527,0.04240892,0.03646125,0.031980354,0.028464392,0.02562263
0.137143,0.8571,26.6667,20,FCC_face,0.166589,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR_FCC_reuse,0.40641144,0.3975143,0.37614125,0.34838235,0.31127772,0.25910258,0.18391503,0.10826898,0.07250432,0.05528158,0.045010056,0.038060777,0.032988533,0.02909686,0.026003899,0.023480408
0.147857,0.8571,26.6667,20,FCC_face,0.153218,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR_FCC_reuse,0.39786813,0.38269094,0.35885087,0.32958943,0.28798568,0.2284608,0.14682391,0.087917715,0.062437993,0.048987653,0.040500656,0.03456783,0.030147145,0.02670755,0.023946352,0.02167664
0.158571,0.8571,26.6667,20,FCC_face,0.141428,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR_FCC_reuse,0.38741335,0.3667454,0.34433204,0.3109683,0.264926,0.19770385,0.11744099,0.07440279,0.055067766,0.04408642,0.036865246,0.031691357,0.02777404,0.024692165,0.022198133,0.020135537
0.169286,0.8571,26.6667,20,FCC_face,0.131005,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR_FCC_reuse,0.37351272,0.3544394,0.32906926,0.2933106,0.24207377,0.16761506,0.096633725,0.0648163,0.049397558,0.04014171,0.033862125,0.02927582,0.025758907,0.022967132,0.020692898,0.018802581
0.18,0.8571,26.6667,20,FCC_face,0.12175,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR_FCC_reuse,0.36064053,0.34314898,0.3147062,0.27586254,0.21926658,0.14002687,0.08212605,0.05763303,0.044876065,0.036887318,0.031334028,0.027215658,0.024024712,0.021472888,0.019382637,0.017637866
0.03,1.0357,26.6667,20,FCC_face,0.654442,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR_FCC_reuse,0.6336209,0.76672375,0.5793254,0.8408714,0.58262724,0.7709215,0.6538438,0.6467682,0.7400601,0.6039957,0.6665591,0.6666462,0.58829975,0.5933849,0.5954925,0.55783236
0.040714,1.0357,26.6667,20,FCC_face,0.60504,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR_FCC_reuse,0.52961814,0.7139968,0.68865657,0.5750084,0.7452869,0.6277488,0.59876096,0.68939894,0.62001586,0.5732494,0.59584004,0.5922917,0.5543404,0.51563776,0.4777799,0.4308814
0.051429,1.0357,26.6667,20,FCC_face,0.551152,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR_FCC_reuse,0.68257034,0.536984,0.67694926,0.67598236,0.56269735,0.6077295,0.65140206,0.5913768,0.54942536,0.54357296,0.5353677,0.51045686,0.4731695,0.4257308,0.36549354,0.27965066
0.062143,1.0357,26.6667,20,FCC_face,0.491355,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR_FCC_reuse,0.714079,0.6230635,0.5376285,0.59586114,0.6433355,0.5905363,0.54290867,0.5306799,0.5249588,0.507381,0.47739223,0.43801984,0.3893208,0.32181653,0.22340463,0.13172227
0.072857,1.0357,26.6667,20,FCC_face,0.438172,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR_FCC_reuse,0.56284904,0.6564169,0.6118449,0.54251325,0.52855134,0.54038334,0.5418908,0.524869,0.49692225,0.46204054,0.4197472,0.36886188,0.29785275,0.19656993,0.11642055,0.08293873
0.083571,1.0357,26.6667,20,FCC_face,0.394683,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR_FCC_reuse,0.5005499,0.53740656,0.58347476,0.5858834,0.55638355,0.52558917,0.5011046,0.4782504,0.45088053,0.4124881,0.360502,0.2910536,0.19149387,0.11224544,0.079514526,0.06299313
0.094286,1.0357,26.6667,20,FCC_face,0.357703,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR_FCC_reuse,0.5339785,0.50277233,0.5017192,0.507571,0.5051452,0.4910793,0.46802375,0.43932465,0.40656957,0.36196434,0.29647383,0.2023677,0.11599328,0.07969084,0.06221346,0.051644914
0.105,1.0357,26.6667,20,FCC_face,0.325237,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR_FCC_reuse,0.57925594,0.5422475,0.5150152,0.49719447,0.48292774,0.4673115,0.4457041,0.4120485,0.36683324,0.3096601,0.22492513,0.12867673,0.08337776,0.06333361,0.051803757,0.04411579
0.115714,1.0357,26.6667,20,FCC_face,0.297039,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR_FCC_reuse,0.5513324,0.54114395,0.5226832,0.50080574,0.47528985,0.44477218,0.41153377,0.3767252,0.32612398,0.25353009,0.1541532,0.091696404,0.06654147,0.053201694,0.04468996,0.038671512
0.126429,1.0357,26.6667,20,FCC_face,0.273085,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR_FCC_reuse,0.490251,0.48673716,0.47449222,0.456884,0.4375608,0.4179755,0.38894123,0.3431732,0.28288853,0.19350024,0.107893854,0.072581075,0.056041043,0.046167746,0.039450023,0.034512896
0.137143,1.0357,26.6667,20,FCC_face,0.252554,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR_FCC_reuse,0.45608032,0.45514956,0.45062318,0.44359222,0.42955115,0.39931333,0.35948667,0.31011638,0.23687229,0.13914348,0.08332121,0.060845785,0.048731927,0.040934917,0.03539659,0.031213919
0.147857,1.0357,26.6667,20,FCC_face,0.234472,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR_FCC_reuse,0.4566329,0.4595459,0.45581725,0.4389143,0.40718025,0.3742475,0.33426628,0.27540094,0.18865192,0.10352543,0.06878637,0.052772827,0.043283924,0.03685695,0.032149687,0.028522301
0.158571,1.0357,26.6667,20,FCC_face,0.218194,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR_FCC_reuse,0.4710561,0.46559033,0.44427738,0.41306695,0.38683468,0.35532397,0.3072381,0.23924166,0.14360549,0.082700185,0.059098613,0.04680444,0.03903194,0.03357194,0.029480454,0.026278406
0.169286,1.0357,26.6667,20,FCC_face,0.203475,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR_FCC_reuse,0.47139367,0.44728726,0.4173458,0.39664826,0.3734589,0.33280054,0.28033057,0.20158796,0.11028616,0.069533914,0.052094072,0.042172007,0.035601772,0.030858768,0.027241252,0.024375262
0.18,1.0357,26.6667,20,FCC_face,0.190285,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR_FCC_reuse,0.45028266,0.4204345,0.4030769,0.3884307,0.35361406,0.3129299,0.25281972,0.1638842,0.08892971,0.0604253,0.04674372,0.038450222,0.03276555,0.028574377,0.025332594,0.022738688
0.03,1.2143,26.6667,20,FCC_face,0.702283,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR_FCC_reuse,0.97275746,0.49393323,0.94647545,0.53197604,0.9256127,0.55691034,0.90810466,0.5732252,0.878098,0.59249294,0.80846477,0.63692486,0.6944147,0.7192063,0.6013551,0.71526486
0.040714,1.2143,26.6667,20,FCC_face,0.663828,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR_FCC_reuse,0.7282421,0.6169264,0.64342505,0.7451498,0.5844375,0.8419118,0.5658967,0.8099837,0.61680025,0.6638706,0.7301327,0.5832553,0.67143416,0.65748423,0.56815636,0.56537586
0.051429,1.2143,26.6667,20,FCC_face,0.629712,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR_FCC_reuse,0.5087775,0.8865212,0.5262144,0.74913466,0.6619722,0.5871246,0.78598404,0.58491075,0.6361771,0.708447,0.5806989,0.58194983,0.6234006,0.5881982,0.5350854,0.49525404
0.062143,1.2143,26.6667,20,FCC_face,0.596147,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR_FCC_reuse,0.49903074,0.6669122,0.72852886,0.53236127,0.7312136,0.6554814,0.55641866,0.6740463,0.6522325,0.55696034,0.55856526,0.57892174,0.5590244,0.5180786,0.4721518,0.4148954
0.072857,1.2143,26.6667,20,FCC_face,0.55878,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR_FCC_reuse,0.640817,0.50921935,0.7361419,0.6463481,0.5357898,0.65084034,0.6688545,0.5608499,0.5422886,0.56851745,0.56646895,0.5341096,0.49324802,0.44525152,0.38354683,0.30293003
0.083571,1.2143,26.6667,20,FCC_face,0.516014,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR_FCC_reuse,0.78133506,0.537348,0.54274744,0.70007664,0.63088053,0.53353935,0.552656,0.59614146,0.58540964,0.5447368,0.50740325,0.47304964,0.43023884,0.36878997,0.28600186,0.16980623
0.094286,1.2143,26.6667,20,FCC_face,0.47279,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR_FCC_reuse,0.6942123,0.6720747,0.5196751,0.53781027,0.6267333,0.62542546,0.5594604,0.5167343,0.4965245,0.47819474,0.4528351,0.41896057,0.36606345,0.28508905,0.17106818,0.09865615
0.105,1.2143,26.6667,20,FCC_face,0.435369,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR_FCC_reuse,0.54885924,0.68875605,0.6216465,0.52414864,0.5099461,0.5349819,0.54817456,0.5341951,0.50421315,0.46546724,0.41892573,0.3679492,0.2957978,0.18701555,0.10304392,0.07221334
0.115714,1.2143,26.6667,20,FCC_face,0.403469,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR_FCC_reuse,0.4770675,0.5652218,0.6371859,0.60543597,0.54421365,0.5072071,0.4880999,0.4722384,0.45287564,0.4261059,0.37962967,0.31280082,0.21531826,0.11478694,0.075701796,0.058372412
0.126429,1.2143,26.6667,20,FCC_face,0.375457,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR_FCC_reuse,0.47887507,0.48534545,0.53217345,0.5665404,0.56417286,0.53979284,0.50977314,0.47589457,0.43371838,0.3868533,0.3337436,0.24996698,0.13879955,0.08287889,0.061266,0.0495749
0.137143,1.2143,26.6667,20,FCC_face,0.35008,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR_FCC_reuse,0.5339757,0.48521474,0.47843912,0.48590264,0.48768684,0.4766526,0.4552592,0.4299282,0.4024411,0.35434675,0.28465214,0.18055718,0.096439414,0.066423446,0.052087765,0.04336513
0.147857,1.2143,26.6667,20,FCC_face,0.326649,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR_FCC_reuse,0.5969012,0.5379031,0.5024224,0.48457667,0.4737569,0.46354714,0.44950497,0.4209318,0.37194926,0.3164016,0.23090288,0.123350896,0.075273946,0.05617686,0.04561044,0.038688917
0.158571,1.2143,26.6667,20,FCC_face,0.305208,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR_FCC_reuse,0.6024317,0.5753149,0.5445719,0.51944023,0.4970229,0.46927592,0.42960545,0.38705987,0.34461677,0.2759037,0.17362624,0.091469675,0.06272134,0.049044177,0.04073339,0.035010684
0.169286,1.2143,26.6667,20,FCC_face,0.286121,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR_FCC_reuse,0.54729474,0.5435147,0.52510715,0.49841842,0.46539178,0.4299287,0.40147093,0.3695549,0.31253323,0.23260571,0.12508841,0.07377213,0.054267377,0.043721925,0.036896415,0.03202498
0.18,1.2143,26.6667,20,FCC_face,0.269356,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR_FCC_reuse,0.4839438,0.48306897,0.46999976,0.45006076,0.43048203,0.41651216,0.39164475,0.3419011,0.2812357,0.18629962,0.095024146,0.06257986,0.048098642,0.039561514,0.033781454,0.029543793
0.03,1.3929,26.6667,20,FCC_face,0.710319,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR_FCC_reuse,0.5373235,0.73617786,0.4859905,0.9376755,0.48927113,0.9884779,0.5260866,0.91785926,0.5770852,0.838984,0.6203295,0.7971595,0.63708115,0.79483235,0.6221058,0.8188472
0.040714,1.3929,26.6667,20,FCC_face,0.695811,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR_FCC_reuse,0.92070085,0.47687152,0.874561,0.52826995,0.8467042,0.56208366,0.84276086,0.57544184,0.8590725,0.5724252,0.8741987,0.5700725,0.8287579,0.6054055,0.68545896,0.7107973
0.051429,1.3929,26.6667,20,FCC_face,0.669241,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR_FCC_reuse,0.88964725,0.48166138,0.8225016,0.5510487,0.74024814,0.63780534,0.6513739,0.7521546,0.5794231,0.83659196,0.56579417,0.7365544,0.66491365,0.5764232,0.698879,0.62252647
0.062143,1.3929,26.6667,20,FCC_face,0.644696,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR_FCC_reuse,0.602603,0.7069612,0.5295566,0.8750983,0.5130332,0.8486373,0.5784896,0.6619447,0.7424597,0.55461913,0.7267222,0.6482666,0.55464387,0.62810963,0.6302952,0.5552522
0.072857,1.3929,26.6667,20,FCC_face,0.621929,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR_FCC_reuse,0.46667138,0.91576153,0.49761096,0.7222724,0.6737371,0.5474954,0.8094039,0.5773112,0.60013694,0.73442435,0.5807907,0.5522686,0.6131513,0.60252994,0.5445978,0.49674413
0.083571,1.3929,26.6667,20,FCC_face,0.598429,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR_FCC_reuse,0.45139343,0.7141143,0.6714383,0.5139734,0.800402,0.5951094,0.55723053,0.73632836,0.61135805,0.5357537,0.59625274,0.62099576,0.56815714,0.516332,0.4771938,0.43291566
0.094286,1.3929,26.6667,20,FCC_face,0.572691,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR_FCC_reuse,0.534639,0.52341235,0.83027154,0.5416595,0.56397676,0.75617254,0.58539456,0.53171414,0.62321955,0.6399902,0.5641532,0.51256496,0.48468387,0.45652217,0.41830835,0.35299867
0.105,1.3929,26.6667,20,FCC_face,0.543426,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR_FCC_reuse,0.6998994,0.46725315,0.6636446,0.72064877,0.515807,0.5677758,0.6896659,0.60984707,0.5239028,0.51042575,0.5142066,0.49822292,0.46068633,0.41174498,0.35355848,0.25564027
0.115714,1.3929,26.6667,20,FCC_face,0.510332,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR_FCC_reuse,0.8183473,0.518152,0.50996006,0.70981735,0.64919126,0.51628196,0.52772194,0.58983403,0.5978673,0.5577077,0.5155363,0.47726828,0.42805573,0.3603447,0.27428585,0.14964828
0.126429,1.3929,26.6667,20,FCC_face,0.476985,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR_FCC_reuse,0.7460631,0.6498401,0.4831663,0.54399353,0.67216057,0.629289,0.5341301,0.49708974,0.48980394,0.47868803,0.4536258,0.42044422,0.37714475,0.29816735,0.18075714,0.09482945
0.137143,1.3929,26.6667,20,FCC_face,0.447212,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR_FCC_reuse,0.59915465,0.74259996,0.56084305,0.48444015,0.5306773,0.5991698,0.60205626,0.56059325,0.52062464,0.48788717,0.44894525,0.390557,0.3246418,0.22369921,0.112020984,0.07173089
0.147857,1.3929,26.6667,20,FCC_face,0.421235,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR_FCC_reuse,0.49420324,0.6725861,0.66963404,0.5399774,0.48669243,0.49151716,0.50608385,0.50196433,0.47657272,0.43871462,0.4004448,0.35229766,0.26764223,0.14659297,0.08144103,0.05897745
0.158571,1.3929,26.6667,20,FCC_face,0.398197,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR_FCC_reuse,0.4457894,0.5485781,0.65482336,0.6286559,0.5508911,0.50257933,0.4798202,0.46532404,0.45060158,0.42776948,0.37558523,0.30680704,0.20237198,0.09986555,0.06560062,0.050666332
0.169286,1.3929,26.6667,20,FCC_face,0.377308,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR_FCC_reuse,0.4449604,0.47090143,0.5467808,0.59909564,0.59192556,0.5572981,0.52322704,0.49036467,0.44670412,0.39136922,0.34091318,0.25838602,0.1389657,0.07696844,0.055714425,0.04470919
0.18,1.3929,26.6667,20,FCC_face,0.357957,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR_FCC_reuse,0.48464876,0.4511685,0.47150236,0.5042234,0.5192103,0.5086706,0.47954723,0.440662,0.40501428,0.37136486,0.3035146,0.20441027,0.09927188,0.06378365,0.048820663,0.04017483
0.03,1.5714,26.6667,20,FCC_face,0.688221,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR_FCC_reuse,0.3598715,0.9505285,0.44549292,0.6597452,0.67657864,0.4921341,0.9684667,0.4841919,0.9202468,0.57623196,0.71221423,0.7321129,0.59900224,0.87431866,0.5634256,0.9292452
0.040714,1.5714,26.6667,20,FCC_face,0.693046,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR_FCC_reuse,0.4800205,0.7500086,0.44014415,0.96965295,0.4566875,0.9733275,0.51074284,0.85224223,0.5834884,0.7539767,0.648213,0.70830023,0.6780685,0.7077835,0.6608202,0.7489088
0.051429,1.5714,26.6667,20,FCC_face,0.690227,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR_FCC_reuse,0.7779245,0.49146625,0.70023036,0.57954955,0.656076,0.6493396,0.6424388,0.6850899,0.6554196,0.6791162,0.6971716,0.63598114,0.772471,0.5787843,0.83570194,0.56170756
