t_over_L,d_mm,L_mm,N,lattice_type,band_mean_alpha,C11,C12,C44,surrogate_method,alpha_500hz,alpha_600hz,alpha_700hz,alpha_800hz,alpha_900hz,alpha_1000hz,alpha_1100hz,alpha_1200hz,alpha_1300hz,alpha_1400hz,alpha_1500hz,alpha_1600hz,alpha_1700hz,alpha_1800hz,alpha_1900hz,alpha_2000hz
0.169286,2.4643,16.6667,10,SC,0.364474,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR,0.14271444,0.13756946,0.24480328,0.5571211,0.39342603,0.21847327,0.18065326,0.25292152,0.56679904,0.57785237,0.29505405,0.21663819,0.26983386,0.58132035,0.70495677,0.3447322
0.18,2.4643,16.6667,10,SC,0.36634,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR,0.1435521,0.13699095,0.24048452,0.5577982,0.40509057,0.22215664,0.18045838,0.24669091,0.5512737,0.6013209,0.30457747,0.21771565,0.26204363,0.5532002,0.7373708,0.36057007
0.03,2.6429,16.6667,10,SC,0.24354,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR,0.123610064,0.10350674,0.13280797,0.2569557,0.34272376,0.22429696,0.15496565,0.14838909,0.21785481,0.4034593,0.3794701,0.22907546,0.17545399,0.20077054,0.35385707,0.5321726
0.040714,2.6429,16.6667,10,SC,0.257048,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR,0.12605686,0.1068275,0.1415208,0.2815083,0.3553865,0.22430678,0.15682955,0.15547407,0.24015185,0.44251066,0.3743546,0.22461084,0.17918935,0.21894377,0.40833363,0.54027295
0.051429,2.6429,16.6667,10,SC,0.268897,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR,0.12809083,0.10973603,0.14953919,0.30438858,0.36522508,0.22418363,0.15858142,0.16215654,0.26171625,0.47526485,0.36821577,0.22137125,0.1833136,0.23742554,0.46056157,0.53516006
0.062143,2.6429,16.6667,10,SC,0.279184,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR,0.12981705,0.11226987,0.1567692,0.32530472,0.37317252,0.22417188,0.16024213,0.16829383,0.2818791,0.50202614,0.36256656,0.21921785,0.1875482,0.2553994,0.5077447,0.52448106
0.072857,2.6429,16.6667,10,SC,0.288066,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR,0.13131535,0.11445683,0.16312638,0.3440586,0.3800071,0.22442403,0.16181405,0.17374676,0.3000215,0.52375305,0.35821947,0.21798909,0.19162832,0.27201805,0.5481842,0.5132898
0.083571,2.6429,16.6667,10,SC,0.295712,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR,0.13264686,0.11631878,0.16853942,0.36052114,0.3863472,0.22503904,0.1632935,0.1783925,0.31560698,0.5416524,0.35559085,0.2175412,0.19532147,0.2864772,0.58133805,0.50439376
0.094286,2.6429,16.6667,10,SC,0.302275,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR,0.13385975,0.11787527,0.17295602,0.37461343,0.3926736,0.2260867,0.16467921,0.18213694,0.3282085,0.55688524,0.35489637,0.2177652,0.19844444,0.2980926,0.60749483,0.49919936
0.105,2.6429,16.6667,10,SC,0.307881,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR,0.13499261,0.1191452,0.17634434,0.3862798,0.39935374,0.22762303,0.16597673,0.18492122,0.33751512,0.5703837,0.35626838,0.21859376,0.20087396,0.30635294,0.627266,0.49839202
0.115714,2.6429,16.6667,10,SC,0.312629,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR,0.13607778,0.12014895,0.17869706,0.39547735,0.40666935,0.22970077,0.16720198,0.1867279,0.34334153,0.5827713,0.3598226,0.22000405,0.20255512,0.31096306,0.6411592,0.5023497
0.126429,2.6429,16.6667,10,SC,0.31659,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR,0.13714302,0.12090859,0.18002993,0.40215957,0.41483384,0.2323761,0.16838214,0.18758032,0.34562293,0.5943196,0.36569747,0.22201845,0.20350163,0.31185463,0.64928913,0.5113675
0.137143,2.6429,16.6667,10,SC,0.319808,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR,0.13821259,0.12144804,0.1803808,0.4062715,0.42400137,0.2357121,0.16955566,0.18754034,0.34441543,0.60492593,0.37407294,0.22470362,0.20379202,0.30918393,0.6512822,0.52574956
0.147857,2.6429,16.6667,10,SC,0.3223,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR,0.13930899,0.121793516,0.17980854,0.40775773,0.434276,0.23978372,0.17077269,0.1867042,0.33989662,0.6141073,0.3851849,0.22817199,0.20356248,0.30331147,0.6463637,0.54582036
0.158571,2.6429,16.6667,10,SC,0.324061,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR,0.14045312,0.12197294,0.1783897,0.40657112,0.4457055,0.24467957,0.17209394,0.18519552,0.33236086,0.6209964,0.39932618,0.23258244,0.202996,0.29476467,0.6336066,0.5718385
0.169286,2.6429,16.6667,10,SC,0.325059,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR,0.14166518,0.122015685,0.17621519,0.40268964,0.4582719,0.25050524,0.17359042,0.18315785,0.3222085,0.6243802,0.41684085,0.23814447,0.20231128,0.28418753,0.61232096,0.6037915
0.18,2.6429,16.6667,10,SC,0.325245,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR,0.14296459,0.12195216,0.17338735,0.39613774,0.47186673,0.25738338,0.1753423,0.1807478,0.30993077,0.6228075,0.438092,0.2451222,0.20175314,0.27228716,0.5824964,0.64098084
0.03,0.5,20.0,10,SC,0.183767,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR,0.45278203,0.43004456,0.4037829,0.36617506,0.31241775,0.24171692,0.17257541,0.12733002,0.100091755,0.08232851,0.06981256,0.06048609,0.05325035,0.047465485,0.042732142,0.03878715
0.040714,0.5,20.0,10,SC,0.150582,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR,0.40587893,0.3847046,0.35080084,0.30252284,0.23773734,0.17070347,0.12472516,0.09697499,0.07905128,0.06654482,0.057303958,0.05018681,0.04453301,0.039933093,0.036118772,0.032906428
0.051429,0.5,20.0,10,SC,0.127591,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR,0.37021068,0.34501728,0.30566874,0.24969564,0.18355829,0.13158369,0.099831544,0.07990105,0.06635524,0.05654733,0.049111523,0.043278687,0.038582258,0.034722015,0.03149552,0.028761024
0.062143,0.5,20.0,10,SC,0.110828,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR,0.3422935,0.31279442,0.26792243,0.20746261,0.1480436,0.10854557,0.08449161,0.06878285,0.057757318,0.049592447,0.043303307,0.03831277,0.034259703,0.030906068,0.028088303,0.02569015
0.072857,0.5,20.0,10,SC,0.098171,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR,0.31830135,0.28537187,0.23616838,0.17526098,0.124782704,0.09349444,0.07401384,0.060915504,0.05152389,0.044464517,0.03896868,0.034573272,0.030982226,0.027997086,0.025479682,0.023330763
0.083571,0.5,20.0,10,SC,0.08836,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR,0.2976386,0.26188004,0.20971291,0.15140109,0.10879097,0.08288551,0.06637942,0.055045146,0.046796214,0.04053038,0.03561522,0.031661976,0.028418187,0.025712559,0.023424676,0.021467367
0.094286,0.5,20.0,10,SC,0.080591,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR,0.2799115,0.24173996,0.18792933,0.13372417,0.097225174,0.07500408,0.060568158,0.050500575,0.043093354,0.037423354,0.032950543,0.029337872,0.026363878,0.023876913,0.021769587,0.019963704
0.105,0.5,20.0,10,SC,0.074335,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR,0.26460925,0.22444054,0.17016299,0.12040914,0.088512756,0.06892806,0.05600564,0.04688755,0.040123705,0.03491587,0.030789988,0.027446713,0.024687566,0.022375664,0.020413525,0.018729841
0.115714,0.5,20.0,10,SC,0.069228,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR,0.25130445,0.20957747,0.1557375,0.11015747,0.08174028,0.06411422,0.052339688,0.043956317,0.037698057,0.032857627,0.029009968,0.025884213,0.023299467,0.021130288,0.01928693,0.017703513
0.126429,0.5,20.0,10,SC,0.065011,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR,0.23968709,0.196822,0.14402111,0.102097675,0.07634876,0.06022174,0.049342122,0.04154102,0.035688464,0.031145623,0.027524943,0.024577623,0.022136578,0.020085411,0.018340558,0.01684049
0.137143,0.5,20.0,10,SC,0.0615,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR,0.22952688,0.18589571,0.13447396,0.09564902,0.07197942,0.057026237,0.0468588,0.039527442,0.034005582,0.029707214,0.026274104,0.023474934,0.021153638,0.019201111,0.017538793,0.016108705
0.147857,0.5,20.0,10,SC,0.058557,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR,0.22063659,0.17655295,0.1266556,0.09041512,0.068389855,0.054372273,0.04478056,0.037833367,0.03258434,0.028489005,0.025212472,0.022537466,0.020316856,0.018447477,0.016854882,0.015484015
0.158571,0.5,20.0,10,SC,0.056078,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR,0.21286173,0.16858123,0.1202218,0.08612109,0.065411575,0.052149475,0.043028507,0.036398612,0.031376656,0.027451286,0.024306415,0.021736182,0.019600775,0.017801924,0.01626858,0.01494812
0.169286,0.5,20.0,10,SC,0.053983,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR,0.20607129,0.16179658,0.1149069,0.08257105,0.06292346,0.05027696,0.041543942,0.03517791,0.030346075,0.026563758,0.023530154,0.021048753,0.018985769,0.017246995,0.015764209,0.014486827
0.18,0.5,20.0,10,SC,0.052211,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR,0.20015548,0.15604346,0.11050857,0.07962349,0.060837094,0.04869473,0.040282786,0.03413695,0.029464798,0.025803214,0.022863878,0.020457963,0.018456673,0.016769178,0.015329619,0.014089118
0.03,0.6786,20.0,10,SC,0.300894,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR,0.62988526,0.5244681,0.5516933,0.5412297,0.48004496,0.47615314,0.42522338,0.35625786,0.2643851,0.16929229,0.117841996,0.09135052,0.075159036,0.06405643,0.05587512,0.049549613
0.040714,0.6786,20.0,10,SC,0.256878,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR,0.5128697,0.5592568,0.47792155,0.48947176,0.45861647,0.40442285,0.34472075,0.25903615,0.16671027,0.115041666,0.08851508,0.07241727,0.061442617,0.0533939,0.047196202,0.042255748
0.051429,0.6786,20.0,10,SC,0.22515,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR,0.46765885,0.5112158,0.4770703,0.43283033,0.4036737,0.35242853,0.27551812,0.18208721,0.121065974,0.090623945,0.07292265,0.061186176,0.0527384,0.0463208,0.04125781,0.037150536
0.062143,0.6786,20.0,10,SC,0.20072,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR,0.4626198,0.45541668,0.4535012,0.41190436,0.36389595,0.30136415,0.21413736,0.13717118,0.09773048,0.076415464,0.06297287,0.053604607,0.046644773,0.04124343,0.03691698,0.033367492
0.072857,0.6786,20.0,10,SC,0.181221,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR,0.46401694,0.4268206,0.41494057,0.38260043,0.32985187,0.2563009,0.16842988,0.111845694,0.08349639,0.06695731,0.055987343,0.04810034,0.042120073,0.037412673,0.033602998,0.030453091
0.083571,0.6786,20.0,10,SC,0.165443,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR,0.45554185,0.41454262,0.3872908,0.3520363,0.29640368,0.21678795,0.13822152,0.09599049,0.07381204,0.060154695,0.05078975,0.04391371,0.038625844,0.034421626,0.030993938,0.028143827
0.094286,0.6786,20.0,10,SC,0.152602,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR,0.43775418,0.40485424,0.36971802,0.32833537,0.2675027,0.18454716,0.11835621,0.08512989,0.06676101,0.055013336,0.046768926,0.0406244,0.035850443,0.032026757,0.028892111,0.026274579
0.105,0.6786,20.0,10,SC,0.142082,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR,0.41702858,0.3922171,0.35507765,0.30849057,0.24202229,0.15967959,0.10466071,0.07721616,0.061393026,0.050993975,0.043572024,0.037978962,0.033599947,0.030072931,0.02716928,0.024736688
0.115714,0.6786,20.0,10,SC,0.133386,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR,0.3978491,0.37736237,0.3403372,0.29021066,0.21966536,0.141069,0.09473905,0.07119744,0.057176366,0.047773812,0.04097779,0.035813194,0.031745683,0.028455336,0.025737587,0.023454878
0.126429,0.6786,20.0,10,SC,0.12613,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR,0.3818091,0.36255014,0.32583967,0.27353415,0.2005113,0.12715778,0.087262,0.06647948,0.053788617,0.045146953,0.038840145,0.034016002,0.030199032,0.027100798,0.024535047,0.022375593
0.137143,0.6786,20.0,10,SC,0.120029,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR,0.36887935,0.34920645,0.31253502,0.25880086,0.1844115,0.116618164,0.081460305,0.06270107,0.05102243,0.042975776,0.037058838,0.03250971,0.028897174,0.025956906,0.023516899,0.021459905
0.147857,0.6786,20.0,10,SC,0.114869,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR,0.35845724,0.33774543,0.30085486,0.24599738,0.1710748,0.10849283,0.076860994,0.059627626,0.04873664,0.04116355,0.03556183,0.031237613,0.0277937,0.024984593,0.022649536,0.020678425
0.158571,0.6786,20.0,10,SC,0.110491,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR,0.3498897,0.32804,0.29077965,0.23494424,0.16015315,0.10213137,0.07315985,0.0571007,0.04683229,0.039640732,0.03429644,0.030157724,0.026853934,0.024154458,0.021907534,0.020008812
0.169286,0.6786,20.0,10,SC,0.106773,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR,0.3426515,0.31979197,0.2821145,0.22545709,0.15128812,0.097093314,0.07015221,0.05500892,0.0452376,0.038355824,0.033223063,0.029238144,0.026051318,0.023443844,0.021271199,0.019433701
0.18,0.6786,20.0,10,SC,0.103619,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR,0.3363747,0.3127135,0.27465594,0.2173872,0.14415163,0.093078054,0.0676965,0.05327239,0.043899756,0.037270263,0.03231171,0.02845451,0.025365446,0.022835262,0.020725273,0.018939592
0.03,0.8571,20.0,10,SC,0.424364,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR,0.50759196,0.74307686,0.4882269,0.751475,0.49521562,0.6785561,0.5003973,0.55315876,0.5029023,0.41968316,0.3526232,0.23614475,0.13955973,0.099179804,0.0785869,0.06573487
0.040714,0.8571,20.0,10,SC,0.376154,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR,0.650318,0.5471064,0.6093314,0.54497033,0.6028518,0.4948209,0.5651729,0.4573815,0.41363385,0.3467569,0.23286918,0.13756861,0.09709264,0.07656575,0.06381517,0.054941565
0.051429,0.8571,20.0,10,SC,0.336024,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR,0.73658574,0.469726,0.68222314,0.4748362,0.5939141,0.48810226,0.45622492,0.4384018,0.36087576,0.25542083,0.14957267,0.10106682,0.07797169,0.06417129,0.05478491,0.047889616
0.062143,0.8571,20.0,10,SC,0.303644,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR,0.7005802,0.465971,0.60519284,0.504379,0.4867487,0.5084676,0.4256,0.36949992,0.2905047,0.17921913,0.11201546,0.082819335,0.06664282,0.056103334,0.048566967,0.042851914
0.072857,0.8571,20.0,10,SC,0.278148,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR,0.6139325,0.5005201,0.5111499,0.54529065,0.44306663,0.4504587,0.408864,0.3321907,0.22995752,0.134637,0.09232615,0.071587354,0.05899334,0.050357345,0.04398623,0.03905383
0.083571,0.8571,20.0,10,SC,0.257938,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR,0.5368971,0.5424223,0.4573717,0.5323113,0.44689187,0.4031952,0.36371812,0.28647828,0.17968012,0.11000934,0.080089,0.0638649,0.05343127,0.04603515,0.04046244,0.036085628
0.094286,0.8571,20.0,10,SC,0.241584,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR,0.4827427,0.5653641,0.43771842,0.48481485,0.45199507,0.38661405,0.33084628,0.24607047,0.1453469,0.09484407,0.071663044,0.05819271,0.049191836,0.04266296,0.03766918,0.03370574
0.105,0.8571,20.0,10,SC,0.228081,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR,0.44803348,0.5609187,0.4380917,0.44114643,0.43579957,0.37573665,0.30674726,0.21091351,0.12318992,0.08457268,0.06548188,0.053844403,0.045855816,0.039963927,0.035406943,0.031761564
0.115714,0.8571,20.0,10,SC,0.216751,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR,0.42710182,0.537793,0.44643617,0.41303855,0.40801296,0.35734516,0.28204963,0.18164657,0.10838511,0.077148415,0.06075295,0.050410636,0.04316983,0.037762567,0.03354489,0.030150425
0.126429,0.8571,20.0,10,SC,0.207136,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR,0.4152936,0.508171,0.4541132,0.3980305,0.3823528,0.33564943,0.2584996,0.15896593,0.097960524,0.0715412,0.05702908,0.047641385,0.040970925,0.03594196,0.03199359,0.028800773
0.137143,0.8571,20.0,10,SC,0.198915,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR,0.40919948,0.47972417,0.45674494,0.39087802,0.3634442,0.3164499,0.23812793,0.14198875,0.09029364,0.067177966,0.05403753,0.045374796,0.039149404,0.03442124,0.030689962,0.027661387
0.147857,0.8571,20.0,10,SC,0.191857,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR,0.40639648,0.45548365,0.45377973,0.38720533,0.35042042,0.30116555,0.22085045,0.12935977,0.0844708,0.06371175,0.051600296,0.04349998,0.03762765,0.03314187,0.02958756,0.026694067
0.158571,0.8571,20.0,10,SC,0.18579,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR,0.40521324,0.4359267,0.44678316,0.38429993,0.34113672,0.28897953,0.20626459,0.1198942,0.07995022,0.060920574,0.049596574,0.041938808,0.03634957,0.032060783,0.028651768,0.025870055
0.169286,0.8571,20.0,10,SC,0.180582,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR,0.40454698,0.4205076,0.43776625,0.38094088,0.33387545,0.27889857,0.19413963,0.11272684,0.0763923,0.058655232,0.047941092,0.040634356,0.03527342,0.031145444,0.027856126,0.025167175
0.18,0.8571,20.0,10,SC,0.176128,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR,0.40371892,0.40842685,0.42832154,0.37688413,0.3276672,0.2703559,0.18429041,0.10726684,0.07357553,0.056812435,0.046572473,0.03954462,0.03436787,0.030371122,0.027180351,0.024568303
0.03,1.0357,20.0,10,SC,0.517254,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR,0.4140535,0.6241793,0.6939772,0.44869542,0.90004915,0.47506082,0.7375244,0.5358713,0.6305011,0.5171141,0.5970973,0.43868428,0.4128888,0.30159068,0.16192354,0.103932865
0.040714,1.0357,20.0,10,SC,0.476476,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR,0.39068657,0.8551348,0.5036384,0.5930458,0.6588126,0.5043149,0.70215356,0.492648,0.6071003,0.5105594,0.44335863,0.41837472,0.29981303,0.16268551,0.10327999,0.07840294
0.051429,1.0357,20.0,10,SC,0.441895,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR,0.40857625,0.88847154,0.4372481,0.7817307,0.48985642,0.67416495,0.496788,0.63212687,0.45301595,0.5076557,0.42670342,0.31862673,0.18440288,0.10987218,0.080909126,0.0653402
0.062143,1.0357,20.0,10,SC,0.41229,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR,0.4574387,0.75358534,0.44075638,0.77960443,0.45311987,0.7030602,0.46339393,0.5623476,0.48984212,0.40318376,0.34697846,0.22960623,0.1262423,0.08733135,0.06855681,0.05709442
0.072857,1.0357,20.0,10,SC,0.386605,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR,0.52869385,0.6163307,0.48995256,0.6438644,0.49517453,0.57006717,0.5287963,0.4497908,0.481364,0.3928882,0.28866506,0.16163805,0.09975508,0.07452202,0.060507454,0.051315583
0.083571,1.0357,20.0,10,SC,0.364097,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR,0.6092769,0.52237874,0.56569725,0.53029615,0.5736413,0.4728409,0.57268167,0.42837587,0.40412813,0.34448186,0.22788177,0.12438949,0.08482633,0.066091515,0.054773882,0.04700905
0.094286,1.0357,20.0,10,SC,0.344313,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR,0.6816653,0.46452618,0.64029056,0.46468148,0.62904406,0.43638793,0.52785563,0.4489856,0.37007663,0.29686636,0.1780624,0.10371686,0.07512313,0.060063504,0.050460998,0.043668967
0.105,1.0357,20.0,10,SC,0.326994,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR,0.73067015,0.43087783,0.684864,0.43395886,0.62359357,0.43950516,0.46065944,0.44738877,0.35914117,0.26159778,0.14429735,0.090780675,0.0682624,0.05552566,0.04709846,0.041006908
0.115714,1.0357,20.0,10,SC,0.311962,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR,0.75092155,0.41290855,0.6892236,0.42549112,0.5772069,0.46146718,0.41617694,0.41423735,0.3375165,0.22654583,0.1227572,0.081920125,0.06314617,0.05198987,0.04441046,0.038843244
0.126429,1.0357,20.0,10,SC,0.299026,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR,0.7471258,0.40500695,0.6644726,0.4304507,0.5239159,0.48387468,0.39576676,0.37812224,0.30869088,0.19614404,0.10854475,0.075478695,0.059194148,0.049168825,0.04222343,0.037059776
0.137143,1.0357,20.0,10,SC,0.287965,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR,0.7284026,0.40336573,0.6274572,0.44241965,0.47981995,0.49468404,0.3901763,0.35287276,0.28400388,0.17217475,0.09866046,0.07060924,0.056068823,0.046881568,0.040422436,0.035575505
0.147857,1.0357,20.0,10,SC,0.278543,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR,0.7030831,0.40528092,0.5897328,0.45659834,0.44756752,0.4918134,0.39070573,0.33761933,0.26503354,0.15403676,0.091484755,0.066831395,0.053557947,0.045006838,0.0389272,0.034332212
0.158571,1.0357,20.0,10,SC,0.270538,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR,0.67676055,0.40879032,0.5565687,0.4696573,0.4251438,0.47989997,0.39163825,0.32801142,0.2497411,0.14060622,0.086119734,0.06385287,0.051521566,0.043460667,0.03768033,0.033287328
0.169286,1.0357,20.0,10,SC,0.263755,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR,0.6525094,0.41248614,0.5294537,0.47970745,0.4097927,0.46457058,0.39051077,0.32075492,0.23686008,0.13073243,0.0820378,0.061485067,0.049863257,0.0421828,0.03663951,0.03240885
0.18,1.0357,20.0,10,SC,0.25803,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR,0.631737,0.41540295,0.5082182,0.48606881,0.39918068,0.44959775,0.3871797,0.31433505,0.2261128,0.1235017,0.078913406,0.059601743,0.04851503,0.041129343,0.035773236,0.031672586
0.03,1.2143,20.0,10,SC,0.576148,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR,0.58143306,0.3477056,0.8789453,0.5399149,0.4296727,0.97537667,0.46078652,0.6227984,0.6939,0.46852124,0.8038555,0.45260978,0.6861688,0.45401052,0.42799258,0.34242293
0.040714,1.2143,20.0,10,SC,0.549094,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR,0.47000635,0.398385,0.9835768,0.42549372,0.60464436,0.7196083,0.43737704,0.88887024,0.45928288,0.7346791,0.48052305,0.6518095,0.43080708,0.45890003,0.34769174,0.18071121
0.051429,1.2143,20.0,10,SC,0.520526,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR,0.40619913,0.4922675,0.81355035,0.39688146,0.8480444,0.5091356,0.56508714,0.66446066,0.4845383,0.6630351,0.48501623,0.49851853,0.49354407,0.3566738,0.2128836,0.11396077
0.062143,1.2143,20.0,10,SC,0.494612,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR,0.37134016,0.6236853,0.6339246,0.4216506,0.9003785,0.43223718,0.7668305,0.48296738,0.65417266,0.4674413,0.607003,0.41820753,0.37565327,0.26790926,0.13597928,0.08865704
0.072857,1.2143,20.0,10,SC,0.471834,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR,0.3547091,0.7666943,0.517552,0.48855639,0.7510262,0.43270677,0.79560924,0.43720043,0.6954801,0.44245502,0.49617127,0.45360976,0.3294315,0.1851383,0.10364119,0.07510291
0.083571,1.2143,20.0,10,SC,0.451896,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR,0.3502438,0.87537026,0.4493977,0.58724785,0.6003147,0.4853078,0.65538937,0.4751038,0.5580212,0.51264375,0.40469402,0.38262314,0.26664516,0.13525087,0.08683694,0.06645234
0.094286,1.2143,20.0,10,SC,0.434423,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR,0.35420987,0.91610783,0.4114255,0.6950459,0.50293124,0.57163894,0.52995247,0.5583498,0.4555507,0.5475112,0.4019193,0.3266311,0.20678788,0.10942428,0.076402746,0.060380977
0.105,1.2143,20.0,10,SC,0.419076,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR,0.36400884,0.8946906,0.39235246,0.77803755,0.44733778,0.66044104,0.45778394,0.6264485,0.41743425,0.49020958,0.41286817,0.3000964,0.16292259,0.09433247,0.06923078,0.055868126
0.115714,1.2143,20.0,10,SC,0.405577,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR,0.3776048,0.8400476,0.38538858,0.812701,0.4185167,0.71396977,0.42442885,0.62931854,0.42093715,0.42256847,0.3848762,0.26414242,0.13451028,0.08445766,0.06398587,0.052385658
0.126429,1.2143,20.0,10,SC,0.393697,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR,0.3932681,0.7771954,0.38616762,0.8022657,0.40645614,0.71760976,0.4153858,0.5827578,0.44432124,0.38306865,0.34357497,0.22817136,0.11659763,0.077503294,0.05999475,0.049630024
0.137143,1.2143,20.0,10,SC,0.383251,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR,0.40948176,0.71915215,0.3916095,0.76618856,0.40471226,0.6867537,0.42075336,0.5263476,0.46813208,0.3672741,0.31358516,0.1994852,0.10472586,0.07237131,0.056878716,0.047413412
0.147857,1.2143,20.0,10,SC,0.374091,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR,0.42494753,0.67042136,0.39938265,0.72246623,0.40885422,0.6437564,0.43344152,0.47965288,0.47981355,0.36380368,0.29500416,0.17718557,0.09644727,0.06846987,0.054405726,0.045611788
0.158571,1.2143,20.0,10,SC,0.366092,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR,0.4386067,0.6314789,0.40767384,0.6813223,0.41565567,0.6025012,0.44817698,0.44588378,0.47775385,0.36374718,0.2819851,0.16034776,0.09046663,0.06545239,0.052425887,0.04414029
0.169286,1.2143,20.0,10,SC,0.359149,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR,0.44966444,0.60134983,0.41510096,0.64688015,0.42274633,0.568369,0.46132275,0.4227286,0.4672592,0.3625022,0.2710465,0.14803834,0.086061195,0.06310215,0.05083776,0.04293871
