t_over_L,d_mm,L_mm,N,lattice_type,band_mean_alpha,alpha_1000hz
0.040714,0.6786,33.3333,5,FCC_face,0.148004,0.177401
0.040714,0.6786,33.3333,10,FCC_face,0.149957,0.177348
0.040714,0.6786,33.3333,15,FCC_face,0.150041,0.177348
0.040714,0.6786,33.3333,20,FCC_face,0.150023,0.177348
0.040714,0.6786,36.6667,5,FCC_face,0.102371,0.083965
0.040714,0.6786,36.6667,10,FCC_face,0.101593,0.083964
0.040714,0.6786,36.6667,15,FCC_face,0.101565,0.083964
0.040714,0.6786,36.6667,20,FCC_face,0.101564,0.083964
0.040714,0.6786,40.0,5,FCC_face,0.06831,0.054198
0.040714,0.6786,40.0,10,FCC_face,0.068531,0.054198
0.040714,0.6786,40.0,15,FCC_face,0.068527,0.054198
0.040714,0.6786,40.0,20,FCC_face,0.068527,0.054198
0.040714,0.8571,13.3333,5,FCC_face,0.339512,0.607583
0.040714,0.8571,13.3333,10,FCC_face,0.486261,0.266763
0.040714,0.8571,13.3333,15,FCC_face,0.58522,0.877511
0.040714,0.8571,13.3333,20,FCC_face,0.677905,0.464579
0.040714,0.8571,16.6667,5,FCC_face,0.508126,0.292209
0.040714,0.8571,16.6667,10,FCC_face,0.566688,0.91484
0.040714,0.8571,16.6667,15,FCC_face,0.693692,0.733508
0.040714,0.8571,16.6667,20,FCC_face,0.708702,0.543188
0.040714,0.8571,20.0,5,FCC_face,0.472101,0.260493
0.040714,0.8571,20.0,10,FCC_face,0.629174,0.46718
0.040714,0.8571,20.0,15,FCC_face,0.659572,0.606235
0.040714,0.8571,20.0,20,FCC_face,0.681969,0.683381
0.040714,0.8571,23.3333,5,FCC_face,0.489524,0.97276
0.040714,0.8571,23.3333,10,FCC_face,0.588599,0.470455
0.040714,0.8571,23.3333,15,FCC_face,0.60281,0.648432
0.040714,0.8571,23.3333,20,FCC_face,0.602855,0.666079
0.040714,0.8571,26.6667,5,FCC_face,0.442436,0.321906
0.040714,0.8571,26.6667,10,FCC_face,0.472211,0.545677
0.040714,0.8571,26.6667,15,FCC_face,0.480071,0.618473
0.040714,0.8571,26.6667,20,FCC_face,0.482849,0.58834
0.040714,0.8571,30.0,5,FCC_face,0.339978,0.68176
0.040714,0.8571,30.0,10,FCC_face,0.345122,0.471034
0.040714,0.8571,30.0,15,FCC_face,0.344119,0.487077
0.040714,0.8571,30.0,20,FCC_face,0.343738,0.499968
0.040714,0.8571,33.3333,5,FCC_face,0.239715,0.373596
0.040714,0.8571,33.3333,10,FCC_face,0.240449,0.388558
0.040714,0.8571,33.3333,15,FCC_face,0.242542,0.391509
0.040714,0.8571,33.3333,20,FCC_face,0.24221,0.392152
0.040714,0.8571,36.6667,5,FCC_face,0.164267,0.224164
0.040714,0.8571,36.6667,10,FCC_face,0.170366,0.225869
0.040714,0.8571,36.6667,15,FCC_face,0.170112,0.225934
0.040714,0.8571,36.6667,20,FCC_face,0.170044,0.225935
0.040714,0.8571,40.0,5,FCC_face,0.11969,0.0906
0.040714,0.8571,40.0,10,FCC_face,0.118661,0.0906
0.040714,0.8571,40.0,15,FCC_face,0.118547,0.0906
0.040714,0.8571,40.0,20,FCC_face,0.118535,0.0906
0.040714,1.0357,13.3333,5,FCC_face,0.267023,0.436069
0.040714,1.0357,13.3333,10,FCC_face,0.425265,0.224832
0.040714,1.0357,13.3333,15,FCC_face,0.515116,0.676965
0.040714,1.0357,13.3333,20,FCC_face,0.605791,0.434937
0.040714,1.0357,16.6667,5,FCC_face,0.353723,0.34133
0.040714,1.0357,16.6667,10,FCC_face,0.520966,0.632734
0.040714,1.0357,16.6667,15,FCC_face,0.618584,0.374914
0.040714,1.0357,16.6667,20,FCC_face,0.696645,0.764098
0.040714,1.0357,20.0,5,FCC_face,0.44151,0.200002
0.040714,1.0357,20.0,10,FCC_face,0.595402,0.386894
0.040714,1.0357,20.0,15,FCC_face,0.685316,0.600063
0.040714,1.0357,20.0,20,FCC_face,0.703293,0.803619
0.040714,1.0357,23.3333,5,FCC_face,0.488199,0.414257
0.040714,1.0357,23.3333,10,FCC_face,0.619346,0.967063
0.040714,1.0357,23.3333,15,FCC_face,0.652534,0.781349
0.040714,1.0357,23.3333,20,FCC_face,0.678518,0.625302
0.040714,1.0357,26.6667,5,FCC_face,0.48858,0.63328
0.040714,1.0357,26.6667,10,FCC_face,0.570632,0.481998
0.040714,1.0357,26.6667,15,FCC_face,0.602144,0.689151
0.040714,1.0357,26.6667,20,FCC_face,0.60504,0.620935
0.040714,1.0357,30.0,5,FCC_face,0.4239,0.302449
0.040714,1.0357,30.0,10,FCC_face,0.460587,0.445735
0.040714,1.0357,30.0,15,FCC_face,0.469936,0.533567
0.040714,1.0357,30.0,20,FCC_face,0.473101,0.579507
0.040714,1.0357,33.3333,5,FCC_face,0.335312,0.652511
0.040714,1.0357,33.3333,10,FCC_face,0.345417,0.442419
0.040714,1.0357,33.3333,15,FCC_face,0.3452,0.537901
0.040714,1.0357,33.3333,20,FCC_face,0.345418,0.516904
0.040714,1.0357,36.6667,5,FCC_face,0.242784,0.41102
0.040714,1.0357,36.6667,10,FCC_face,0.247523,0.419307
0.040714,1.0357,36.6667,15,FCC_face,0.251362,0.418056
0.040714,1.0357,36.6667,20,FCC_face,0.250672,0.417737
0.040714,1.0357,40.0,5,FCC_face,0.170942,0.247469
0.040714,1.0357,40.0,10,FCC_face,0.181544,0.252783
0.040714,1.0357,40.0,15,FCC_face,0.18087,0.2533
0.040714,1.0357,40.0,20,FCC_face,0.180829,0.253322
0.040714,1.2143,16.6667,5,FCC_face,0.256599,0.364543
0.040714,1.2143,16.6667,10,FCC_face,0.416226,0.293498
0.040714,1.2143,16.6667,15,FCC_face,0.553179,0.406801
0.040714,1.2143,16.6667,20,FCC_face,0.645308,0.831851
0.040714,1.2143,20.0,5,FCC_face,0.403241,0.201908
0.040714,1.2143,20.0,10,FCC_face,0.501963,0.604135
0.040714,1.2143,20.0,15,FCC_face,0.640755,0.961977
0.040714,1.2143,20.0,20,FCC_face,0.689739,0.636782
0.040714,1.2143,23.3333,5,FCC_face,0.395412,0.203349
0.040714,1.2143,23.3333,10,FCC_face,0.595109,0.391166
0.040714,1.2143,23.3333,15,FCC_face,0.660606,0.553006
0.040714,1.2143,23.3333,20,FCC_face,0.707603,0.677508
0.040714,1.2143,26.6667,5,FCC_face,0.448746,0.88669
0.040714,1.2143,26.6667,10,FCC_face,0.611316,0.526182
0.040714,1.2143,26.6667,15,FCC_face,0.648864,0.497047
0.040714,1.2143,26.6667,20,FCC_face,0.663828,0.833078
0.040714,1.2143,30.0,5,FCC_face,0.466974,0.351977
0.040714,1.2143,30.0,10,FCC_face,0.546672,0.892645
0.040714,1.2143,30.0,15,FCC_face,0.580446,0.527521
0.040714,1.2143,30.0,20,FCC_face,0.592448,0.647474
0.040714,1.2143,33.3333,5,FCC_face,0.398183,0.386159
0.040714,1.2143,33.3333,10,FCC_face,0.439638,0.566433
0.040714,1.2143,33.3333,15,FCC_face,0.450447,0.617168
0.040714,1.2143,33.3333,20,FCC_face,0.453701,0.622705
0.040714,1.2143,36.6667,5,FCC_face,0.32117,0.464995
0.040714,1.2143,36.6667,10,FCC_face,0.333049,0.500773
0.040714,1.2143,36.6667,15,FCC_face,0.335155,0.532108
0.040714,1.2143,36.6667,20,FCC_face,0.337329,0.525904
0.040714,1.2143,40.0,5,FCC_face,0.234678,0.514644
0.040714,1.2143,40.0,10,FCC_face,0.246634,0.462199
0.040714,1.2143,40.0,15,FCC_face,0.251534,0.436128
0.040714,1.2143,40.0,20,FCC_face,0.250411,0.429301
0.040714,1.3929,20.0,5,FCC_face,0.331712,0.213568
0.040714,1.3929,20.0,10,FCC_face,0.435359,0.776012
0.040714,1.3929,20.0,15,FCC_face,0.579593,0.452894
0.040714,1.3929,20.0,20,FCC_face,0.647197,0.411298
0.040714,1.3929,23.3333,5,FCC_face,0.35181,0.159117
0.040714,1.3929,23.3333,10,FCC_face,0.528878,0.290174
0.040714,1.3929,23.3333,15,FCC_face,0.638559,0.413324
0.040714,1.3929,23.3333,20,FCC_face,0.690513,0.536061
0.040714,1.3929,26.6667,5,FCC_face,0.431431,0.357125
0.040714,1.3929,26.6667,10,FCC_face,0.586046,0.988014
0.040714,1.3929,26.6667,15,FCC_face,0.651722,0.747841
0.040714,1.3929,26.6667,20,FCC_face,0.695811,0.570045
0.040714,1.3929,30.0,5,FCC_face,0.460587,0.702779
0.040714,1.3929,30.0,10,FCC_face,0.585455,0.374437
0.040714,1.3929,30.0,15,FCC_face,0.639004,0.912242
0.040714,1.3929,30.0,20,FCC_face,0.653027,0.548223
0.040714,1.3929,33.3333,5,FCC_face,0.439238,0.248864
0.040714,1.3929,33.3333,10,FCC_face,0.513017,0.547728
0.040714,1.3929,33.3333,15,FCC_face,0.541115,0.815164
0.040714,1.3929,33.3333,20,FCC_face,0.554552,0.713967
0.040714,1.3929,36.6667,5,FCC_face,0.370375,0.721778
0.040714,1.3929,36.6667,10,FCC_face,0.414165,0.781339
0.040714,1.3929,36.6667,15,FCC_face,0.425784,0.602572
0.040714,1.3929,36.6667,20,FCC_face,0.429015,0.559618
0.040714,1.3929,40.0,5,FCC_face,0.301573,0.318143
0.040714,1.3929,40.0,10,FCC_face,0.313092,0.651116
0.040714,1.3929,40.0,15,FCC_face,0.320556,0.499018
0.040714,1.3929,40.0,20,FCC_face,0.324823,0.526806
0.040714,1.5714,20.0,5,FCC_face,0.248562,0.221987
0.040714,1.5714,20.0,10,FCC_face,0.39067,0.53019
0.040714,1.5714,20.0,15,FCC_face,0.492072,0.287383
0.040714,1.5714,20.0,20,FCC_face,0.599147,0.525761
0.040714,1.5714,23.3333,5,FCC_face,0.323299,0.148524
0.040714,1.5714,23.3333,10,FCC_face,0.483933,0.334489
0.040714,1.5714,23.3333,15,FCC_face,0.593986,0.644309
0.040714,1.5714,23.3333,20,FCC_face,0.644361,0.961921
0.040714,1.5714,26.6667,5,FCC_face,0.359615,0.193278
0.040714,1.5714,26.6667,10,FCC_face,0.558481,0.457043
0.040714,1.5714,26.6667,15,FCC_face,0.625025,0.761631
0.040714,1.5714,26.6667,20,FCC_face,0.693046,0.961313
0.040714,1.5714,30.0,5,FCC_face,0.399028,0.81692
0.040714,1.5714,30.0,10,FCC_face,0.583836,0.440843
0.040714,1.5714,30.0,15,FCC_face,0.647456,0.468711
0.040714,1.5714,30.0,20,FCC_face,0.677074,0.946339
0.040714,1.5714,33.3333,5,FCC_face,0.441285,0.338173
0.040714,1.5714,33.3333,10,FCC_face,0.555587,0.834432
0.040714,1.5714,33.3333,15,FCC_face,0.612393,0.46561
0.040714,1.5714,33.3333,20,FCC_face,0.634976,0.795502
0.040714,1.5714,36.6667,5,FCC_face,0.403224,0.25813
0.040714,1.5714,36.6667,10,FCC_face,0.474177,0.397142
0.040714,1.5714,36.6667,15,FCC_face,0.500082,0.488511
0.040714,1.5714,36.6667,20,FCC_face,0.511087,0.555
0.040714,1.5714,40.0,5,FCC_face,0.342604,0.898917
0.040714,1.5714,40.0,10,FCC_face,0.38522,0.441528
0.040714,1.5714,40.0,15,FCC_face,0.395372,0.552966
0.040714,1.5714,40.0,20,FCC_face,0.398475,0.662734
0.040714,1.75,23.3333,5,FCC_face,0.289032,0.146924
0.040714,1.75,23.3333,10,FCC_face,0.400101,0.435406
0.040714,1.75,23.3333,15,FCC_face,0.534175,0.83997
0.040714,1.75,23.3333,20,FCC_face,0.611497,0.59921
0.040714,1.75,26.6667,5,FCC_face,0.293295,0.14243
0.040714,1.75,26.6667,10,FCC_face,0.480421,0.265019
0.040714,1.75,26.6667,15,FCC_face,0.590567,0.36905
0.040714,1.75,26.6667,20,FCC_face,0.668781,0.456224
0.040714,1.75,30.0,5,FCC_face,0.377862,0.406556
0.040714,1.75,30.0,10,FCC_face,0.557045,0.831896
0.040714,1.75,30.0,15,FCC_face,0.625971,0.493441
0.040714,1.75,30.0,20,FCC_face,0.686858,0.476743
0.040714,1.75,33.3333,5,FCC_face,0.426343,0.574805
0.040714,1.75,33.3333,10,FCC_face,0.563713,0.345642
0.040714,1.75,33.3333,15,FCC_face,0.639072,0.881728
0.040714,1.75,33.3333,20,FCC_face,0.666208,0.524757
0.040714,1.75,36.6667,5,FCC_face,0.422525,0.220708
0.040714,1.75,36.6667,10,FCC_face,0.520639,0.585123
0.040714,1.75,36.6667,15,FCC_face,0.564797,0.930654
0.040714,1.75,36.6667,20,FCC_face,0.588827,0.675783
0.040714,1.75,40.0,5,FCC_face,0.369228,0.46446
0.040714,1.75,40.0,10,FCC_face,0.437258,0.83542
0.040714,1.75,40.0,15,FCC_face,0.462274,0.834812
0.040714,1.75,40.0,20,FCC_face,0.472565,0.732996
0.040714,1.9286,23.3333,5,FCC_face,0.24998,0.147271
0.040714,1.9286,23.3333,10,FCC_face,0.340055,0.527016
0.040714,1.9286,23.3333,15,FCC_face,0.490519,0.527308
0.040714,1.9286,23.3333,20,FCC_face,0.547921,0.350894
0.040714,1.9286,26.6667,5,FCC_face,0.265193,0.122733
0.040714,1.9286,26.6667,10,FCC_face,0.432385,0.228538
0.040714,1.9286,26.6667,15,FCC_face,0.553621,0.332139
0.040714,1.9286,26.6667,20,FCC_face,0.62719,0.44191
0.040714,1.9286,30.0,5,FCC_face,0.344124,0.221614
0.040714,1.9286,30.0,10,FCC_face,0.507029,0.721707
0.040714,1.9286,30.0,15,FCC_face,0.596826,0.914752
0.040714,1.9286,30.0,20,FCC_face,0.676757,0.686408
0.040714,1.9286,33.3333,5,FCC_face,0.35866,0.759746
0.040714,1.9286,33.3333,10,FCC_face,0.546552,0.324775
0.040714,1.9286,33.3333,15,FCC_face,0.630606,0.594026
0.040714,1.9286,33.3333,20,FCC_face,0.670566,0.810138
0.040714,1.9286,36.6667,5,FCC_face,0.410207,0.278304
0.040714,1.9286,36.6667,10,FCC_face,0.540562,0.922708
0.040714,1.9286,36.6667,15,FCC_face,0.610582,0.43882
0.040714,1.9286,36.6667,20,FCC_face,0.645411,0.711644
0.040714,1.9286,40.0,5,FCC_face,0.386483,0.221426
0.040714,1.9286,40.0,10,FCC_face,0.476582,0.353495
0.040714,1.9286,40.0,15,FCC_face,0.515278,0.456466
0.040714,1.9286,40.0,20,FCC_face,0.534141,0.546392
0.040714,2.1071,26.6667,5,FCC_face,0.242757,0.113875
0.040714,2.1071,26.6667,10,FCC_face,0.396674,0.237697
0.040714,2.1071,26.6667,15,FCC_face,0.518067,0.417643
0.040714,2.1071,26.6667,20,FCC_face,0.578783,0.679775
0.040714,2.1071,30.0,5,FCC_face,0.281491,0.150736
0.040714,2.1071,30.0,10,FCC_face,0.474254,0.365457
0.040714,2.1071,30.0,15,FCC_face,0.559202,0.651237
0.040714,2.1071,30.0,20,FCC_face,0.641528,0.907409
0.040714,2.1071,33.3333,5,FCC_face,0.330998,0.530781
0.040714,2.1071,33.3333,10,FCC_face,0.527742,0.480092
0.040714,2.1071,33.3333,15,FCC_face,0.611513,0.361405
0.040714,2.1071,33.3333,20,FCC_face,0.662361,0.694585
0.040714,2.1071,36.6667,5,FCC_face,0.392885,0.406377
0.040714,2.1071,36.6667,10,FCC_face,0.533303,0.386991
0.040714,2.1071,36.6667,15,FCC_face,0.62576,0.590105
0.040714,2.1071,36.6667,20,FCC_face,0.662763,0.671768
0.040714,2.1071,40.0,5,FCC_face,0.395433,0.19174
0.040714,2.1071,40.0,10,FCC_face,0.506512,0.474333
0.040714,2.1071,40.0,15,FCC_face,0.560959,0.933475
0.040714,2.1071,40.0,20,FCC_face,0.592208,0.806244
0.040714,2.2857,30.0,5,FCC_face,0.233602,0.118894
0.040714,2.2857,30.0,10,FCC_face,0.411805,0.23528
0.040714,2.2857,30.0,15,FCC_face,0.525802,0.349215
0.040714,2.2857,30.0,20,FCC_face,0.613097,0.45952
0.040714,2.2857,33.3333,5,FCC_face,0.310293,0.305485
0.040714,2.2857,33.3333,10,FCC_face,0.478525,0.742004
0.040714,2.2857,33.3333,15,FCC_face,0.572416,0.447846
0.040714,2.2857,33.3333,20,FCC_face,0.651836,0.409168
0.040714,2.2857,36.6667,5,FCC_face,0.35102,0.572952
0.040714,2.2857,36.6667,10,FCC_face,0.524683,0.268748
0.040714,2.2857,36.6667,15,FCC_face,0.614573,0.966495
0.040714,2.2857,36.6667,20,FCC_face,0.659024,0.471711
0.040714,2.2857,40.0,5,FCC_face,0.388292,0.21695
0.040714,2.2857,40.0,10,FCC_face,0.519857,0.949389
0.040714,2.2857,40.0,15,FCC_face,0.59345,0.518744
0.040714,2.2857,40.0,20,FCC_face,0.63804,0.505259
0.040714,2.4643,30.0,5,FCC_face,0.209069,0.102446
0.040714,2.4643,30.0,10,FCC_face,0.360642,0.190527
0.040714,2.4643,30.0,15,FCC_face,0.473385,0.267603
0.040714,2.4643,30.0,20,FCC_face,0.559068,0.336157
0.040714,2.4643,33.3333,5,FCC_face,0.283647,0.194809
0.040714,2.4643,33.3333,10,FCC_face,0.433474,0.674551
0.040714,2.4643,33.3333,15,FCC_face,0.541592,0.727941
0.040714,2.4643,33.3333,20,FCC_face,0.623463,0.519488
0.040714,2.4643,36.6667,5,FCC_face,0.297046,0.601917
0.040714,2.4643,36.6667,10,FCC_face,0.483985,0.286906
0.040714,2.4643,36.6667,15,FCC_face,0.584506,0.471093
0.040714,2.4643,36.6667,20,FCC_face,0.64317,0.866525
0.040714,2.4643,40.0,5,FCC_face,0.358906,0.276603
0.040714,2.4643,40.0,10,FCC_face,0.512332,0.588543
0.040714,2.4643,40.0,15,FCC_face,0.603347,0.384605
0.040714,2.4643,40.0,20,FCC_face,0.651802,0.990115
0.040714,2.6429,33.3333,5,FCC_face,0.24558,0.140575
0.040714,2.6429,33.3333,10,FCC_face,0.406316,0.408601
0.040714,2.6429,33.3333,15,FCC_face,0.492398,0.764595
0.040714,2.6429,33.3333,20,FCC_face,0.593688,0.838016
0.040714,2.6429,36.6667,5,FCC_face,0.275762,0.447775
0.040714,2.6429,36.6667,10,FCC_face,0.46373,0.379887
0.040714,2.6429,36.6667,15,FCC_face,0.562155,0.31489
0.040714,2.6429,36.6667,20,FCC_face,0.624611,0.727876
0.040714,2.6429,40.0,5,FCC_face,0.341639,0.366295
0.040714,2.6429,40.0,10,FCC_face,0.486078,0.303858
0.040714,2.6429,40.0,15,FCC_face,0.595315,0.616891
0.040714,2.6429,40.0,20,FCC_face,0.646816,0.532471
0.040714,2.8214,36.6667,5,FCC_face,0.258604,0.29699
0.040714,2.8214,36.6667,10,FCC_face,0.429886,0.531126
0.040714,2.8214,36.6667,15,FCC_face,0.516277,0.32766
0.040714,2.8214,36.6667,20,FCC_face,0.602742,0.393607
0.040714,2.8214,40.0,5,FCC_face,0.301385,0.459022
0.040714,2.8214,40.0,10,FCC_face,0.472918,0.232684
0.040714,2.8214,40.0,15,FCC_face,0.572743,0.916592
0.040714,2.8214,40.0,20,FCC_face,0.62989,0.410513
0.040714,3.0,36.6667,5,FCC_face,0.240539,0.203998
0.040714,3.0,36.6667,10,FCC_face,0.378877,0.622078
0.040714,3.0,36.6667,15,FCC_face,0.491591,0.435733
0.040714,3.0,36.6667,20,FCC_face,0.571477,0.350146
0.040714,3.0,40.0,5,FCC_face,0.254529,0.486753
0.040714,3.0,40.0,10,FCC_face,0.430719,0.231179
0.040714,3.0,40.0,15,FCC_face,0.539608,0.531776
0.040714,3.0,40.0,20,FCC_face,0.607906,0.623875
0.051429,0.5,10.0,5,FCC_face,0.528077,0.933428
0.051429,0.5,10.0,10,FCC_face,0.621615,0.389228
0.051429,0.5,10.0,15,FCC_face,0.662469,0.900535
0.051429,0.5,10.0,20,FCC_face,0.702191,0.578048
0.051429,0.5,13.3333,5,FCC_face,0.579496,0.339289
0.051429,0.5,13.3333,10,FCC_face,0.595565,0.576061
0.051429,0.5,13.3333,15,FCC_face,0.614973,0.671652
0.051429,0.5,13.3333,20,FCC_face,0.61165,0.65698
0.051429,0.5,16.6667,5,FCC_face,0.473758,0.685641
0.051429,0.5,16.6667,10,FCC_face,0.507176,0.538597
0.051429,0.5,16.6667,15,FCC_face,0.505014,0.517726
0.051429,0.5,16.6667,20,FCC_face,0.504851,0.53467
0.051429,0.5,20.0,5,FCC_face,0.357976,0.371601
0.051429,0.5,20.0,10,FCC_face,0.360656,0.431354
0.051429,0.5,20.0,15,FCC_face,0.361031,0.439905
0.051429,0.5,20.0,20,FCC_face,0.361116,0.440626
0.051429,0.5,23.3333,5,FCC_face,0.230399,0.321922
0.051429,0.5,23.3333,10,FCC_face,0.228278,0.33257
0.051429,0.5,23.3333,15,FCC_face,0.228382,0.332119
0.051429,0.5,23.3333,20,FCC_face,0.228392,0.332122
0.051429,0.5,26.6667,5,FCC_face,0.143856,0.186495
0.051429,0.5,26.6667,10,FCC_face,0.144573,0.18665
0.051429,0.5,26.6667,15,FCC_face,0.144566,0.186649
0.051429,0.5,26.6667,20,FCC_face,0.144565,0.186649
0.051429,0.5,30.0,5,FCC_face,0.092548,0.090457
0.051429,0.5,30.0,10,FCC_face,0.092416,0.090457
0.051429,0.5,30.0,15,FCC_face,0.092415,0.090457
0.051429,0.5,30.0,20,FCC_face,0.092415,0.090457
0.051429,0.5,33.3333,5,FCC_face,0.060065,0.056214
0.051429,0.5,33.3333,10,FCC_face,0.060076,0.056214
0.051429,0.5,33.3333,15,FCC_face,0.060076,0.056214
0.051429,0.5,33.3333,20,FCC_face,0.060076,0.056214
0.051429,0.5,36.6667,5,FCC_face,0.040551,0.03933
0.051429,0.5,36.6667,10,FCC_face,0.040551,0.03933
0.051429,0.5,36.6667,15,FCC_face,0.040551,0.03933
0.051429,0.5,36.6667,20,FCC_face,0.040551,0.03933
0.051429,0.5,40.0,5,FCC_face,0.02904,0.029232
0.051429,0.5,40.0,10,FCC_face,0.02904,0.029232
0.051429,0.5,40.0,15,FCC_face,0.02904,0.029232
0.051429,0.5,40.0,20,FCC_face,0.02904,0.029232
0.051429,0.6786,10.0,5,FCC_face,0.410089,0.529536
0.051429,0.6786,10.0,10,FCC_face,0.579234,0.377679
0.051429,0.6786,10.0,15,FCC_face,0.595469,0.467251
0.051429,0.6786,10.0,20,FCC_face,0.658643,0.875354
0.051429,0.6786,13.3333,5,FCC_face,0.492267,0.469969
0.051429,0.6786,13.3333,10,FCC_face,0.611373,0.762039
0.051429,0.6786,13.3333,15,FCC_face,0.673605,0.475981
0.051429,0.6786,13.3333,20,FCC_face,0.710329,0.771806
0.051429,0.6786,16.6667,5,FCC_face,0.503113,0.271945
0.051429,0.6786,16.6667,10,FCC_face,0.605896,0.436068
0.051429,0.6786,16.6667,15,FCC_face,0.630719,0.530865
0.051429,0.6786,16.6667,20,FCC_face,0.638998,0.585093
0.051429,0.6786,20.0,5,FCC_face,0.480623,0.864456
0.051429,0.6786,20.0,10,FCC_face,0.540649,0.48069
0.051429,0.6786,20.0,15,FCC_face,0.544607,0.591278
0.051429,0.6786,20.0,20,FCC_face,0.543155,0.585657
0.051429,0.6786,23.3333,5,FCC_face,0.390353,0.350199
0.051429,0.6786,23.3333,10,FCC_face,0.40007,0.455383
0.051429,0.6786,23.3333,15,FCC_face,0.401666,0.489547
0.051429,0.6786,23.3333,20,FCC_face,0.402132,0.497364
0.051429,0.6786,26.6667,5,FCC_face,0.271993,0.382834
0.051429,0.6786,26.6667,10,FCC_face,0.267439,0.405177
0.051429,0.6786,26.6667,15,FCC_face,0.267415,0.399951
0.051429,0.6786,26.6667,20,FCC_face,0.267607,0.400931
0.051429,0.6786,30.0,5,FCC_face,0.174187,0.262086
0.051429,0.6786,30.0,10,FCC_face,0.177598,0.261689
0.051429,0.6786,30.0,15,FCC_face,0.177282,0.26173
0.051429,0.6786,30.0,20,FCC_face,0.177329,0.261729
0.051429,0.6786,33.3333,5,FCC_face,0.117525,0.108655
0.051429,0.6786,33.3333,10,FCC_face,0.11728,0.108645
0.051429,0.6786,33.3333,15,FCC_face,0.117295,0.108645
0.051429,0.6786,33.3333,20,FCC_face,0.117298,0.108645
0.051429,0.6786,36.6667,5,FCC_face,0.077251,0.061168
0.051429,0.6786,36.6667,10,FCC_face,0.077281,0.061168
0.051429,0.6786,36.6667,15,FCC_face,0.077288,0.061168
0.051429,0.6786,36.6667,20,FCC_face,0.077288,0.061168
0.051429,0.6786,40.0,5,FCC_face,0.051017,0.041899
0.051429,0.6786,40.0,10,FCC_face,0.050996,0.041899
0.051429,0.6786,40.0,15,FCC_face,0.050996,0.041899
0.051429,0.6786,40.0,20,FCC_face,0.050996,0.041899
0.051429,0.8571,13.3333,5,FCC_face,0.353532,0.590027
0.051429,0.8571,13.3333,10,FCC_face,0.492555,0.298205
0.051429,0.8571,13.3333,15,FCC_face,0.605683,0.68924
0.051429,0.8571,13.3333,20,FCC_face,0.699254,0.592842
0.051429,0.8571,16.6667,5,FCC_face,0.516056,0.255186
0.051429,0.8571,16.6667,10,FCC_face,0.583959,0.659091
0.051429,0.8571,16.6667,15,FCC_face,0.679545,0.962
0.051429,0.8571,16.6667,20,FCC_face,0.696208,0.732883
0.051429,0.8571,20.0,5,FCC_face,0.50142,0.346557
0.051429,0.8571,20.0,10,FCC_face,0.61737,0.739274
0.051429,0.8571,20.0,15,FCC_face,0.628,0.829037
0.051429,0.8571,20.0,20,FCC_face,0.650458,0.742529
0.051429,0.8571,23.3333,5,FCC_face,0.481277,0.646615
0.051429,0.8571,23.3333,10,FCC_face,0.539623,0.489566
0.051429,0.8571,23.3333,15,FCC_face,0.556978,0.633674
0.051429,0.8571,23.3333,20,FCC_face,0.556685,0.586594
0.051429,0.8571,26.6667,5,FCC_face,0.39069,0.363384
0.051429,0.8571,26.6667,10,FCC_face,0.407736,0.473243
0.051429,0.8571,26.6667,15,FCC_face,0.410497,0.508443
0.051429,0.8571,26.6667,20,FCC_face,0.411122,0.521345
0.051429,0.8571,30.0,5,FCC_face,0.286432,0.381452
0.051429,0.8571,30.0,10,FCC_face,0.282888,0.457647
0.051429,0.8571,30.0,15,FCC_face,0.28332,0.432958
0.051429,0.8571,30.0,20,FCC_face,0.283967,0.439482
0.051429,0.8571,33.3333,5,FCC_face,0.188645,0.317781
0.051429,0.8571,33.3333,10,FCC_face,0.19574,0.305429
0.051429,0.8571,33.3333,15,FCC_face,0.195156,0.307213
0.051429,0.8571,33.3333,20,FCC_face,0.19533,0.307091
0.051429,0.8571,36.6667,5,FCC_face,0.132178,0.122023
0.051429,0.8571,36.6667,10,FCC_face,0.133145,0.121941
0.051429,0.8571,36.6667,15,FCC_face,0.133487,0.121941
0.051429,0.8571,36.6667,20,FCC_face,0.133528,0.121941
0.051429,0.8571,40.0,5,FCC_face,0.091365,0.062644
0.051429,0.8571,40.0,10,FCC_face,0.090284,0.062644
0.051429,0.8571,40.0,15,FCC_face,0.09032,0.062644
0.051429,0.8571,40.0,20,FCC_face,0.090331,0.062644
0.051429,1.0357,13.3333,5,FCC_face,0.28159,0.501698
0.051429,1.0357,13.3333,10,FCC_face,0.433977,0.221823
0.051429,1.0357,13.3333,15,FCC_face,0.528286,0.857566
0.051429,1.0357,13.3333,20,FCC_face,0.624702,0.393485
0.051429,1.0357,16.6667,5,FCC_face,0.412452,0.298206
0.051429,1.0357,16.6667,10,FCC_face,0.526165,0.89656
0.051429,1.0357,16.6667,15,FCC_face,0.632033,0.432804
0.051429,1.0357,16.6667,20,FCC_face,0.70808,0.539231
0.051429,1.0357,20.0,5,FCC_face,0.429047,0.199047
0.051429,1.0357,20.0,10,FCC_face,0.588834,0.344857
0.051429,1.0357,20.0,15,FCC_face,0.661267,0.457136
0.051429,1.0357,20.0,20,FCC_face,0.690698,0.545576
0.051429,1.0357,23.3333,5,FCC_face,0.472779,0.741623
0.051429,1.0357,23.3333,10,FCC_face,0.612756,0.699955
